-18.343	-18.577	-18.986	-18.894	-18.731	-18.013	-17.165	-16.962	-17.628	-16.748	-16.326	-16.982	-15.971	-16.928	-15.165	-15.876	-14.554	-16.242	-14.746	-14.937	-14.695	-13.969	-14.284	-13.368	-13.294	-12.75	-13.287	-12.046	-11.883	-11.661	-11.468	-11.228	-11.351	-11.112	-9.9748	-9.7441	-9.8854	-9.2325	-9.1147	-8.7336	-8.5145	-9.0224	-8.3252	-8.6052	-8.0133	-7.2772	-7.5223	-7.1563	-7.1884	-6.4386	-7.4472	-7.0962	-5.15	-5.1537	-6.0926	-4.9837	-4.3405	-3.6165	-5.1631	-3.5577	-4.702	-4.8505	-3.8408	-3.2709	-2.5474	-2.5974	-1.7034	-2.7074	-3.7144	-1.5719	-2.2414	-3.5823	-2.8909	-1.1557	-0.89958	-0.82244	-0.83967	-0.65507	-1.6588	-0.10873	-1.083	-0.2671	1.5959	1.086	1.0267	1.3401	-0.18548	2.0767	1.4055	2.3898	2.8838	1.2057	1.5955	2.9776	0.78977	1.9399	4.4254	7.4004	10.659	14.033	17.324	19.488	19.702	19.926	20.16	20.39	20.628	20.863	21.137	21.387	21.642	21.909	22.189	22.479	22.69	22.901	23.113	23.325	23.539	23.751	23.965	24.178	24.391	24.606	24.819	25.034	25.248	25.462
-17.778	-17.881	-18.076	-17.564	-17.313	-17.124	-16.619	-16.989	-16.436	-15.969	-16.109	-16.292	-15.483	-15.395	-15.098	-15.026	-15.315	-14.631	-14.559	-14.018	-13.914	-14.238	-13.891	-14.308	-13.189	-12.598	-13.026	-12.209	-11.524	-11.943	-11.812	-11.735	-11.445	-10.422	-10.404	-10.1	-10.008	-10.057	-8.8771	-9.4584	-8.5032	-8.8618	-7.5522	-8.1165	-7.8631	-7.058	-6.8746	-6.3234	-6.2356	-6.7149	-6.2341	-5.6234	-5.0134	-5.7936	-5.7385	-5.3689	-4.6284	-4.8601	-4.7169	-3.7033	-5.2939	-2.9206	-3.5402	-3.2592	-3.5297	-2.2817	-3.346	-3.9168	-1.625	-0.78512	-2.1636	-1.4681	-1.1487	-0.77045	-0.53758	-2.0262	0.31748	0.25083	-0.11065	-0.024517	-0.65678	1.1075	0.75988	0.43484	1.6729	2.3881	0.60439	0.32652	1.5586	2.7272	3.0438	3.1323	2.6774	2.9818	1.2283	2.6825	5.3924	7.9641	10.907	14.037	17.181	19.345	19.559	19.782	20.016	20.247	20.485	20.72	20.995	21.245	21.5	21.767	22.047	22.337	22.548	22.759	22.97	23.183	23.397	23.609	23.823	24.036	24.249	24.463	24.677	24.892	25.106	25.32
-17.154	-16.946	-16.452	-16.751	-16.385	-16.126	-16.264	-15.975	-15.598	-15.422	-15.322	-15.262	-14.852	-15.139	-14.239	-14.49	-14.592	-14.316	-13.998	-13.641	-13.879	-13.553	-12.555	-12.286	-12.476	-12.686	-12.326	-11.989	-11.992	-12.13	-11.525	-11.475	-10.655	-10.272	-10.387	-10.484	-9.7647	-9.7206	-9.3723	-9.1596	-8.8913	-8.4443	-7.8061	-8.4006	-7.3126	-7.1215	-7.5581	-6.9427	-6.7297	-6.159	-5.8474	-5.1201	-5.6141	-5.0975	-5.0141	-4.2181	-5.4093	-3.7772	-4.0357	-3.7174	-4.291	-3.3242	-3.1896	-3.0753	-3.7133	-2.1146	-1.9823	-2.7053	-3.1019	-2.5632	-1.5379	-1.77	-0.71429	-0.88624	-1.7814	-0.4013	-0.19625	0.062896	-1.0578	-0.94153	-0.43396	0.4689	1.6264	1.2244	1.5169	2.0051	2.2097	2.4185	2.0829	2.4111	2.2675	2.544	2.694	2.8295	1.7943	3.3063	5.9096	8.3769	11.13	14.036	17.024	19.203	19.415	19.638	19.872	20.104	20.342	20.578	20.853	21.103	21.358	21.625	21.905	22.195	22.406	22.617	22.828	23.041	23.255	23.467	23.681	23.894	24.107	24.321	24.535	24.75	24.964	25.178
-16.206	-15.8	-15.713	-15.614	-15.419	-15.078	-15.04	-14.752	-14.737	-14.563	-14.16	-14.044	-13.865	-13.625	-13.485	-13.507	-13.008	-13.149	-12.938	-13.017	-12.487	-12.362	-12.572	-12.335	-11.824	-11.927	-11.671	-11.486	-11.506	-11.507	-11.051	-11.167	-10.663	-10.566	-10.033	-9.5697	-9.2609	-9.1501	-9.1984	-8.8554	-8.7037	-8.5324	-8.1182	-7.7207	-7.6834	-7.3857	-7.0918	-7.0401	-6.8066	-6.3159	-5.8734	-5.7026	-5.2177	-4.9334	-5.0541	-4.598	-4.2733	-3.9225	-4.733	-4.014	-3.6972	-3.3585	-3.1529	-3.2264	-2.3987	-2.4527	-2.2081	-1.8017	-1.369	-1.7474	-0.90007	-1.3286	-0.85713	-0.99017	-0.03647	-0.090542	-0.46653	-0.54654	0.30145	-0.44694	0.81415	0.20304	1.8738	0.63986	1.8122	2.1508	1.7518	2.1301	1.7384	2.2582	2.6164	2.7488	3.0499	3.0385	2.6596	4.133	6.3968	8.7539	11.333	14.032	16.882	19.06	19.272	19.495	19.728	19.961	20.199	20.436	20.711	20.961	21.216	21.483	21.763	22.053	22.264	22.475	22.686	22.899	23.113	23.325	23.539	23.752	23.965	24.179	24.393	24.607	24.821	25.036
-15.164	-15.017	-14.772	-14.606	-14.438	-14.188	-14	-13.859	-13.687	-13.493	-13.287	-13.041	-12.975	-12.785	-12.592	-12.329	-12.273	-12.009	-11.893	-11.755	-11.592	-11.414	-11.368	-10.976	-11.042	-10.826	-10.727	-10.577	-10.344	-10.328	-10.149	-9.8222	-9.7185	-9.8566	-9.6264	-9.3413	-9.4024	-8.9634	-8.9683	-8.7101	-8.2804	-7.8264	-7.6826	-7.6511	-7.4429	-7.2243	-6.8566	-6.4881	-6.5841	-6.1568	-5.6785	-5.5452	-5.4006	-5.2206	-4.999	-4.5331	-4.4645	-4.0841	-4.0284	-3.983	-3.5587	-3.3684	-3.3011	-3.076	-2.7885	-2.654	-2.3348	-1.8024	-1.7983	-1.7464	-0.99772	-0.98576	-0.75435	-0.51121	-0.74373	-0.43003	-0.042777	0.29441	0.47392	0.48496	0.56068	0.76084	1.3942	1.4725	1.6101	1.4536	2.3579	2.0335	2.1948	2.5092	2.7961	2.9511	3.1356	3.2914	3.2376	4.7689	6.8773	9.1143	11.513	14.025	16.74	18.918	19.129	19.351	19.585	19.818	20.051	20.295	20.569	20.819	21.075	21.341	21.621	21.911	22.122	22.333	22.544	22.757	22.971	23.183	23.397	23.61	23.823	24.037	24.251	24.465	24.679	24.894
-14.522	-14.258	-14.032	-13.803	-13.588	-13.371	-13.17	-12.949	-12.712	-12.559	-12.363	-12.139	-11.97	-11.797	-11.603	-11.423	-11.234	-11.052	-10.887	-10.729	-10.546	-10.411	-10.163	-10.058	-9.8661	-9.7718	-9.6049	-9.4639	-9.3588	-9.1946	-9.0725	-8.8405	-8.7767	-8.643	-8.5523	-8.3031	-8.2243	-8.0163	-7.9746	-7.6918	-7.5595	-7.44	-7.3443	-7.0496	-7.0143	-6.6873	-6.302	-6.2423	-5.9145	-5.8256	-5.6137	-5.2855	-5.125	-4.7105	-4.5515	-4.4041	-4.2192	-4.0552	-3.8139	-3.5287	-3.3255	-2.9412	-2.8318	-2.7154	-2.6146	-2.3497	-2.126	-1.9544	-1.8579	-1.5624	-1.3969	-1.076	-0.98402	-0.60652	-0.30895	-0.13993	0.079668	0.16584	0.51108	0.65063	0.87311	0.76745	1.3572	1.4673	1.6062	2.0367	2.134	2.2274	2.5025	2.6996	2.9138	3.1607	3.326	3.5699	3.953	5.3859	7.2784	9.4418	11.667	14.003	16.597	18.775	18.986	19.207	19.44	19.674	19.908	20.152	20.428	20.677	20.933	21.199	21.479	21.769	21.98	22.191	22.402	22.615	22.829	23.041	23.255	23.468	23.681	23.895	24.109	24.323	24.537	24.752
-14.277	-13.955	-13.656	-13.371	-13.09	-12.819	-12.558	-12.304	-12.051	-11.835	-11.605	-11.377	-11.159	-10.949	-10.761	-10.548	-10.361	-10.165	-9.982	-9.806	-9.6295	-9.4373	-9.2453	-9.0806	-8.9266	-8.7506	-8.5926	-8.4506	-8.2532	-8.1191	-7.9498	-7.8327	-7.6661	-7.5626	-7.4162	-7.3172	-7.148	-7.0156	-6.9038	-6.841	-6.7158	-6.6299	-6.4058	-6.4054	-6.2392	-6.0799	-5.9377	-5.7499	-5.6206	-5.3536	-5.1725	-4.941	-4.7441	-4.433	-4.1697	-3.9534	-3.7437	-3.4731	-3.3186	-3.1145	-2.8012	-2.7811	-2.5098	-2.3333	-2.2075	-2.0216	-1.8484	-1.5347	-1.4964	-1.2314	-1.0703	-0.88089	-0.51915	-0.42685	-0.24946	-0.067306	0.36753	0.35317	0.80612	0.78116	1.0255	1.1555	1.5153	1.6538	1.7816	1.9896	2.2634	2.4879	2.6549	2.8776	3.1213	3.3105	3.5884	3.9724	4.6132	6.0137	7.7601	9.7265	11.822	14.014	16.463	18.633	18.843	19.066	19.296	19.53	19.766	20.011	20.286	20.535	20.791	21.057	21.337	21.627	21.838	22.049	22.26	22.473	22.686	22.899	23.113	23.326	23.539	23.753	23.967	24.181	24.395	24.61
-14.442	-14.086	-13.712	-13.357	-13.024	-12.684	-12.358	-12.048	-11.742	-11.445	-11.167	-10.897	-10.631	-10.386	-10.137	-9.9004	-9.6837	-9.4673	-9.2479	-9.0451	-8.8436	-8.647	-8.4528	-8.2595	-8.0755	-7.8948	-7.7168	-7.5436	-7.3705	-7.2092	-7.0284	-6.8693	-6.7237	-6.5627	-6.4226	-6.2661	-6.1406	-6.0264	-5.893	-5.7545	-5.6519	-5.5359	-5.3941	-5.2977	-5.193	-5.0399	-4.9673	-4.8791	-4.7673	-4.6003	-4.4255	-4.2803	-4.0979	-3.921	-3.6659	-3.5061	-3.2824	-3.0585	-2.869	-2.658	-2.4491	-2.2527	-2.0708	-1.8102	-1.6064	-1.5212	-1.3574	-1.1858	-0.91612	-0.72382	-0.66547	-0.42538	-0.1818	-0.038196	0.21815	0.3719	0.58929	0.84358	1.0617	1.2571	1.2814	1.4745	1.6877	1.8985	2.0964	2.2911	2.4892	2.6969	2.9077	3.1477	3.3832	3.6288	3.9677	4.4848	5.3326	6.5911	8.2037	10.014	11.951	14.046	16.319	18.49	18.7	18.92	19.152	19.386	19.623	19.868	20.144	20.393	20.649	20.916	21.195	21.485	21.696	21.907	22.118	22.331	22.545	22.757	22.971	23.184	23.397	23.611	23.825	24.039	24.253	24.468
-14.85	-14.458	-14.068	-13.651	-13.299	-12.918	-12.542	-12.167	-11.802	-11.462	-11.122	-10.79	-10.467	-10.154	-9.8535	-9.565	-9.2851	-9.018	-8.7601	-8.5134	-8.2704	-8.0438	-7.8216	-7.6078	-7.3962	-7.1861	-6.9886	-6.7955	-6.6116	-6.4197	-6.2359	-6.0662	-5.8888	-5.7189	-5.5539	-5.3986	-5.2344	-5.095	-4.9488	-4.7957	-4.6629	-4.5199	-4.3985	-4.2798	-4.1677	-4.0581	-3.9338	-3.8303	-3.7317	-3.6273	-3.529	-3.438	-3.3048	-3.1615	-3.002	-2.8526	-2.7522	-2.4967	-2.2944	-2.0991	-1.8833	-1.67	-1.4831	-1.2875	-1.0618	-0.87445	-0.082797	-0.563	-0.39118	-0.20371	-0.014323	0.16822	0.2497	0.41486	0.5939	0.75867	0.94168	1.1146	1.304	1.6478	1.7042	1.9073	2.1225	2.3085	2.5198	2.7088	2.8993	3.1148	3.3223	3.5287	3.7836	4.0894	4.4954	5.0815	5.9319	7.1518	8.6222	10.301	12.098	14.017	16.182	18.347	18.558	18.776	19.008	19.242	19.479	19.726	20.005	20.252	20.507	20.774	21.054	21.343	21.554	21.765	22.001	22.189	22.403	22.615	22.829	23.042	23.255	23.469	23.683	23.897	24.111	24.326
-15.297	-14.904	-14.506	-14.109	-13.715	-13.318	-12.925	-12.534	-12.111	-11.759	-11.377	-11.006	-10.634	-10.272	-9.9191	-9.5734	-9.2348	-8.9106	-8.5951	-8.2908	-7.9984	-7.7165	-7.4458	-7.1841	-6.9325	-6.6932	-6.4588	-6.2366	-6.018	-5.808	-5.6047	-5.4058	-5.2104	-5.0222	-4.8341	-4.6605	-4.4832	-4.3133	-4.1441	-3.9901	-3.8311	-3.6743	-3.5282	-3.3854	-3.2512	-3.1164	-2.9959	-2.8751	-2.7602	-2.6504	-2.5539	-2.4504	-2.3471	-2.2602	-2.1493	-2.0365	-1.8878	-1.7487	-1.6909	-1.4789	-1.2687	-1.0618	-0.86409	-0.65051	-0.46141	-0.26122	-0.086919	0.095013	0.28004	0.46049	0.61709	0.84448	0.93998	1.1123	1.3146	1.4542	1.5914	1.7932	1.9357	2.1142	2.2996	2.484	2.6845	2.8856	3.0801	3.2666	3.4596	3.6521	3.8595	4.0966	4.3642	4.689	5.1284	5.7273	6.5903	7.6847	9.0231	10.55	12.227	14.023	16.082	18.205	18.415	18.633	18.863	19.098	19.336	19.577	19.863	20.11	20.365	20.632	20.912	21.201	21.412	21.623	21.859	22.047	22.261	22.473	22.687	22.9	23.113	23.327	23.541	23.755	23.969	24.184
