t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   5.000E+00  -4.300E+00  -1.300E+00   3.113E+00  -3.315E+00   1.015E+00
   5.000E+00  -4.200E+00  -1.200E+00   3.214E+00  -3.292E+00   1.005E+00
   5.000E+00  -4.100E+00  -1.100E+00   3.314E+00  -3.269E+00   9.934E-01
   5.100E+00  -1.000E+01  -7.300E+00  -2.559E-01   1.072E+00   2.687E-02
   5.100E+00  -9.900E+00  -7.200E+00  -2.531E-01   1.098E+00   3.014E-02
   5.100E+00  -9.800E+00  -7.100E+00  -2.499E-01   1.124E+00   3.380E-02
   5.100E+00  -9.700E+00  -7.000E+00  -2.463E-01   1.148E+00   3.784E-02
   5.100E+00  -9.600E+00  -6.900E+00  -2.423E-01   1.172E+00   4.191E-02
   5.100E+00  -9.500E+00  -6.800E+00  -2.379E-01   1.194E+00   4.563E-02
   5.100E+00  -9.400E+00  -6.700E+00  -2.332E-01   1.214E+00   4.901E-02
   5.100E+00  -9.300E+00  -6.600E+00  -2.281E-01   1.228E+00   5.205E-02
   5.100E+00  -9.200E+00  -6.500E+00  -2.228E-01   1.236E+00   5.476E-02
   5.100E+00  -9.100E+00  -6.400E+00  -2.172E-01   1.232E+00   5.839E-02
   5.100E+00  -9.000E+00  -6.300E+00  -2.111E-01   1.214E+00   6.420E-02
   5.100E+00  -8.900E+00  -6.200E+00  -2.042E-01   1.182E+00   7.220E-02
   5.100E+00  -8.800E+00  -6.100E+00  -1.965E-01   1.139E+00   8.238E-02
   5.100E+00  -8.700E+00  -6.000E+00  -1.877E-01   1.085E+00   9.475E-02
   5.100E+00  -8.600E+00  -5.900E+00  -1.775E-01   1.022E+00   1.093E-01
   5.100E+00  -8.500E+00  -5.800E+00  -1.658E-01   9.497E-01   1.260E-01
   5.100E+00  -8.400E+00  -5.700E+00  -1.522E-01   8.693E-01   1.448E-01
   5.100E+00  -8.300E+00  -5.600E+00  -1.367E-01   7.808E-01   1.659E-01
   5.100E+00  -8.200E+00  -5.500E+00  -1.190E-01   6.848E-01   1.890E-01
   5.100E+00  -8.100E+00  -5.400E+00  -9.887E-02   5.829E-01   2.139E-01
   5.100E+00  -8.000E+00  -5.300E+00  -7.617E-02   4.769E-01   2.402E-01
   5.100E+00  -7.900E+00  -5.200E+00  -5.079E-02   3.671E-01   2.677E-01
   5.100E+00  -7.800E+00  -5.100E+00  -2.258E-02   2.540E-01   2.966E-01
   5.100E+00  -7.700E+00  -5.000E+00   8.573E-03   1.381E-01   3.268E-01
   5.100E+00  -7.600E+00  -4.900E+00   4.282E-02   1.972E-02   3.583E-01
   5.100E+00  -7.500E+00  -4.800E+00   8.027E-02  -1.018E-01   3.911E-01
   5.100E+00  -7.400E+00  -4.700E+00   1.211E-01  -2.272E-01   4.251E-01
   5.100E+00  -7.300E+00  -4.600E+00   1.653E-01  -3.575E-01   4.605E-01
   5.100E+00  -7.200E+00  -4.500E+00   2.132E-01  -4.934E-01   4.971E-01
   5.100E+00  -7.100E+00  -4.400E+00   2.648E-01  -6.347E-01   5.347E-01
   5.100E+00  -7.000E+00  -4.300E+00   3.202E-01  -7.804E-01   5.728E-01
   5.100E+00  -6.900E+00  -4.200E+00   3.794E-01  -9.309E-01   6.115E-01
   5.100E+00  -6.800E+00  -4.100E+00   4.425E-01  -1.086E+00   6.507E-01
   5.100E+00  -6.700E+00  -4.000E+00   5.095E-01  -1.247E+00   6.904E-01
   5.100E+00  -6.600E+00  -3.900E+00   5.805E-01  -1.408E+00   7.292E-01
   5.100E+00  -6.500E+00  -3.800E+00   6.553E-01  -1.565E+00   7.654E-01
   5.100E+00  -6.400E+00  -3.700E+00   7.335E-01  -1.716E+00   7.990E-01
   5.100E+00  -6.300E+00  -3.600E+00   8.150E-01  -1.861E+00   8.301E-01
   5.100E+00  -6.200E+00  -3.500E+00   8.995E-01  -1.999E+00   8.587E-01
   5.100E+00  -6.100E+00  -3.400E+00   9.867E-01  -2.130E+00   8.850E-01
   5.100E+00  -6.000E+00  -3.300E+00   1.076E+00  -2.254E+00   9.093E-01
   5.100E+00  -5.900E+00  -3.200E+00   1.168E+00  -2.372E+00   9.318E-01
   5.100E+00  -5.800E+00  -3.100E+00   1.263E+00  -2.482E+00   9.522E-01
   5.100E+00  -5.700E+00  -3.000E+00   1.359E+00  -2.585E+00   9.708E-01
   5.100E+00  -5.600E+00  -2.900E+00   1.457E+00  -2.679E+00   9.871E-01
   5.100E+00  -5.500E+00  -2.800E+00   1.556E+00  -2.763E+00   1.001E+00
   5.100E+00  -5.400E+00  -2.700E+00   1.657E+00  -2.838E+00   1.013E+00
   5.100E+00  -5.300E+00  -2.600E+00   1.759E+00  -2.904E+00   1.022E+00
   5.100E+00  -5.200E+00  -2.500E+00   1.861E+00  -2.961E+00   1.029E+00
   5.100E+00  -5.100E+00  -2.400E+00   1.964E+00  -3.010E+00   1.033E+00
   5.100E+00  -5.000E+00  -2.300E+00   2.068E+00  -3.051E+00   1.036E+00
   5.100E+00  -4.900E+00  -2.200E+00   2.171E+00  -3.088E+00   1.036E+00
   5.100E+00  -4.800E+00  -2.100E+00   2.275E+00  -3.121E+00   1.034E+00
   5.100E+00  -4.700E+00  -2.000E+00   2.378E+00  -3.152E+00   1.030E+00
   5.100E+00  -4.600E+00  -1.900E+00   2.481E+00  -3.185E+00   1.025E+00
   5.100E+00  -4.500E+00  -1.800E+00   2.583E+00  -3.222E+00   1.019E+00
   5.100E+00  -4.400E+00  -1.700E+00   2.685E+00  -3.262E+00   1.011E+00
   5.100E+00  -4.300E+00  -1.600E+00   2.785E+00  -3.308E+00   1.003E+00
   5.100E+00  -4.200E+00  -1.500E+00   2.885E+00  -3.359E+00   9.940E-01
   5.100E+00  -4.100E+00  -1.400E+00   2.984E+00  -3.414E+00   9.836E-01
   5.200E+00  -9.900E+00  -7.500E+00  -1.992E-01  -1.418E-01   7.946E-02
   5.200E+00  -9.800E+00  -7.400E+00  -1.912E-01  -1.127E-01   8.086E-02
   5.200E+00  -9.700E+00  -7.300E+00  -1.830E-01  -8.228E-02   8.261E-02
   5.200E+00  -9.600E+00  -7.200E+00  -1.747E-01  -5.049E-02   8.471E-02
   5.200E+00  -9.500E+00  -7.100E+00  -1.661E-01  -1.713E-02   8.717E-02
   5.200E+00  -9.400E+00  -7.000E+00  -1.572E-01   1.799E-02   8.998E-02
   5.200E+00  -9.300E+00  -6.900E+00  -1.481E-01   5.509E-02   9.316E-02
   5.200E+00  -9.200E+00  -6.800E+00  -1.386E-01   9.479E-02   9.672E-02
   5.200E+00  -9.100E+00  -6.700E+00  -1.287E-01   1.379E-01   1.007E-01
   5.200E+00  -9.000E+00  -6.600E+00  -1.184E-01   1.850E-01   1.050E-01
   5.200E+00  -8.900E+00  -6.500E+00  -1.077E-01   2.371E-01   1.097E-01
   5.200E+00  -8.800E+00  -6.400E+00  -9.649E-02   2.945E-01   1.147E-01
   5.200E+00  -8.700E+00  -6.300E+00  -8.476E-02   3.567E-01   1.200E-01
   5.200E+00  -8.600E+00  -6.200E+00  -7.247E-02   4.223E-01   1.256E-01
   5.200E+00  -8.500E+00  -6.100E+00  -5.962E-02   4.900E-01   1.315E-01
   5.200E+00  -8.400E+00  -6.000E+00  -4.616E-02   5.586E-01   1.377E-01
   5.200E+00  -8.300E+00  -5.900E+00  -3.204E-02   6.245E-01   1.449E-01
   5.200E+00  -8.200E+00  -5.800E+00  -1.711E-02   6.838E-01   1.540E-01
   5.200E+00  -8.100E+00  -5.700E+00  -1.180E-03   7.352E-01   1.649E-01
   5.200E+00  -8.000E+00  -5.600E+00   1.594E-02   7.771E-01   1.777E-01
   5.200E+00  -7.900E+00  -5.500E+00   3.443E-02   8.081E-01   1.924E-01
   5.200E+00  -7.800E+00  -5.400E+00   5.448E-02   8.261E-01   2.090E-01
   5.200E+00  -7.700E+00  -5.300E+00   7.631E-02   8.287E-01   2.279E-01
   5.200E+00  -7.600E+00  -5.200E+00   1.001E-01   8.137E-01   2.489E-01
   5.200E+00  -7.500E+00  -5.100E+00   1.262E-01   7.792E-01   2.722E-01
   5.200E+00  -7.400E+00  -5.000E+00   1.546E-01   7.230E-01   2.976E-01
   5.200E+00  -7.300E+00  -4.900E+00   1.857E-01   6.443E-01   3.249E-01
   5.200E+00  -7.200E+00  -4.800E+00   2.197E-01   5.446E-01   3.540E-01
   5.200E+00  -7.100E+00  -4.700E+00   2.566E-01   4.253E-01   3.849E-01
   5.200E+00  -7.000E+00  -4.600E+00   2.967E-01   2.878E-01   4.175E-01
   5.200E+00  -6.900E+00  -4.500E+00   3.402E-01   1.335E-01   4.518E-01
   5.200E+00  -6.800E+00  -4.400E+00   3.871E-01  -3.399E-02   4.872E-01
   5.200E+00  -6.700E+00  -4.300E+00   4.376E-01  -2.108E-01   5.229E-01
   5.200E+00  -6.600E+00  -4.200E+00   4.917E-01  -3.950E-01   5.589E-01
   5.200E+00  -6.500E+00  -4.100E+00   5.494E-01  -5.849E-01   5.952E-01
   5.200E+00  -6.400E+00  -4.000E+00   6.107E-01  -7.785E-01   6.319E-01
   5.200E+00  -6.300E+00  -3.900E+00   6.758E-01  -9.713E-01   6.679E-01
   5.200E+00  -6.200E+00  -3.800E+00   7.443E-01  -1.160E+00   7.023E-01
   5.200E+00  -6.100E+00  -3.700E+00   8.162E-01  -1.343E+00   7.351E-01
   5.200E+00  -6.000E+00  -3.600E+00   8.912E-01  -1.520E+00   7.662E-01
   5.200E+00  -5.900E+00  -3.500E+00   9.693E-01  -1.691E+00   7.957E-01
   5.200E+00  -5.800E+00  -3.400E+00   1.050E+00  -1.855E+00   8.232E-01
   5.200E+00  -5.700E+00  -3.300E+00   1.134E+00  -2.009E+00   8.484E-01
   5.200E+00  -5.600E+00  -3.200E+00   1.220E+00  -2.155E+00   8.712E-01
   5.200E+00  -5.500E+00  -3.100E+00   1.308E+00  -2.293E+00   8.917E-01
   5.200E+00  -5.400E+00  -3.000E+00   1.398E+00  -2.422E+00   9.099E-01
   5.200E+00  -5.300E+00  -2.900E+00   1.490E+00  -2.543E+00   9.256E-01
   5.200E+00  -5.200E+00  -2.800E+00   1.583E+00  -2.657E+00   9.387E-01
   5.200E+00  -5.100E+00  -2.700E+00   1.678E+00  -2.765E+00   9.494E-01
   5.200E+00  -5.000E+00  -2.600E+00   1.773E+00  -2.869E+00   9.575E-01
   5.200E+00  -4.900E+00  -2.500E+00   1.869E+00  -2.968E+00   9.631E-01
   5.200E+00  -4.800E+00  -2.400E+00   1.966E+00  -3.065E+00   9.658E-01
   5.200E+00  -4.700E+00  -2.300E+00   2.062E+00  -3.158E+00   9.654E-01
   5.200E+00  -4.600E+00  -2.200E+00   2.158E+00  -3.248E+00   9.617E-01
   5.200E+00  -4.500E+00  -2.100E+00   2.254E+00  -3.336E+00   9.549E-01
   5.200E+00  -4.400E+00  -2.000E+00   2.349E+00  -3.422E+00   9.450E-01
   5.200E+00  -4.300E+00  -1.900E+00   2.443E+00  -3.509E+00   9.324E-01
   5.200E+00  -4.200E+00  -1.800E+00   2.536E+00  -3.599E+00   9.178E-01
   5.200E+00  -4.100E+00  -1.700E+00   2.627E+00  -3.693E+00   9.010E-01
   5.300E+00  -9.600E+00  -7.500E+00  -2.731E-01  -1.763E+00   1.305E-01
   5.300E+00  -9.500E+00  -7.400E+00  -2.599E-01  -1.772E+00   1.339E-01
   5.300E+00  -9.400E+00  -7.300E+00  -2.464E-01  -1.772E+00   1.374E-01
   5.300E+00  -9.300E+00  -7.200E+00  -2.324E-01  -1.763E+00   1.411E-01
   5.300E+00  -9.200E+00  -7.100E+00  -2.181E-01  -1.746E+00   1.451E-01
   5.300E+00  -9.100E+00  -7.000E+00  -2.034E-01  -1.723E+00   1.491E-01
   5.300E+00  -9.000E+00  -6.900E+00  -1.883E-01  -1.692E+00   1.532E-01
   5.300E+00  -8.900E+00  -6.800E+00  -1.728E-01  -1.655E+00   1.568E-01
   5.300E+00  -8.800E+00  -6.700E+00  -1.569E-01  -1.610E+00   1.601E-01
   5.300E+00  -8.700E+00  -6.600E+00  -1.408E-01  -1.559E+00   1.629E-01
   5.300E+00  -8.600E+00  -6.500E+00  -1.244E-01  -1.501E+00   1.655E-01
   5.300E+00  -8.500E+00  -6.400E+00  -1.077E-01  -1.440E+00   1.686E-01
   5.300E+00  -8.400E+00  -6.300E+00  -9.059E-02  -1.382E+00   1.733E-01
   5.300E+00  -8.300E+00  -6.200E+00  -7.296E-02  -1.328E+00   1.796E-01
   5.300E+00  -8.200E+00  -6.100E+00  -5.462E-02  -1.283E+00   1.875E-01
   5.300E+00  -8.100E+00  -6.000E+00  -3.541E-02  -1.248E+00   1.969E-01
   5.300E+00  -8.000E+00  -5.900E+00  -1.519E-02  -1.225E+00   2.079E-01
   5.300E+00  -7.900E+00  -5.800E+00   6.217E-03  -1.213E+00   2.204E-01
   5.300E+00  -7.800E+00  -5.700E+00   2.895E-02  -1.211E+00   2.345E-01
   5.300E+00  -7.700E+00  -5.600E+00   5.317E-02  -1.216E+00   2.501E-01
   5.300E+00  -7.600E+00  -5.500E+00   7.902E-02  -1.228E+00   2.672E-01
   5.300E+00  -7.500E+00  -5.400E+00   1.066E-01  -1.243E+00   2.853E-01
   5.300E+00  -7.400E+00  -5.300E+00   1.361E-01  -1.257E+00   3.036E-01
   5.300E+00  -7.300E+00  -5.200E+00   1.674E-01  -1.269E+00   3.222E-01
   5.300E+00  -7.200E+00  -5.100E+00   2.005E-01  -1.277E+00   3.411E-01
   5.300E+00  -7.100E+00  -5.000E+00   2.356E-01  -1.280E+00   3.603E-01
   5.300E+00  -7.000E+00  -4.900E+00   2.726E-01  -1.275E+00   3.795E-01
   5.300E+00  -6.900E+00  -4.800E+00   3.115E-01  -1.266E+00   3.987E-01
   5.300E+00  -6.800E+00  -4.700E+00   3.523E-01  -1.255E+00   4.177E-01
   5.300E+00  -6.700E+00  -4.600E+00   3.951E-01  -1.245E+00   4.367E-01
   5.300E+00  -6.600E+00  -4.500E+00   4.397E-01  -1.240E+00   4.555E-01
   5.300E+00  -6.500E+00  -4.400E+00   4.862E-01  -1.245E+00   4.750E-01
   5.300E+00  -6.400E+00  -4.300E+00   5.347E-01  -1.264E+00   4.959E-01
   5.300E+00  -6.300E+00  -4.200E+00   5.854E-01  -1.299E+00   5.181E-01
   5.300E+00  -6.200E+00  -4.100E+00   6.384E-01  -1.354E+00   5.417E-01
   5.300E+00  -6.100E+00  -4.000E+00   6.938E-01  -1.429E+00   5.667E-01
   5.300E+00  -6.000E+00  -3.900E+00   7.518E-01  -1.526E+00   5.927E-01
   5.300E+00  -5.900E+00  -3.800E+00   8.124E-01  -1.641E+00   6.192E-01
   5.300E+00  -5.800E+00  -3.700E+00   8.756E-01  -1.773E+00   6.461E-01
   5.300E+00  -5.700E+00  -3.600E+00   9.416E-01  -1.919E+00   6.736E-01
   5.300E+00  -5.600E+00  -3.500E+00   1.010E+00  -2.079E+00   7.016E-01
   5.300E+00  -5.500E+00  -3.400E+00   1.082E+00  -2.247E+00   7.290E-01
   5.300E+00  -5.400E+00  -3.300E+00   1.156E+00  -2.417E+00   7.546E-01
   5.300E+00  -5.300E+00  -3.200E+00   1.233E+00  -2.586E+00   7.785E-01
   5.300E+00  -5.200E+00  -3.100E+00   1.312E+00  -2.753E+00   8.006E-01
   5.300E+00  -5.100E+00  -3.000E+00   1.393E+00  -2.914E+00   8.209E-01
   5.300E+00  -5.000E+00  -2.900E+00   1.476E+00  -3.065E+00   8.385E-01
   5.300E+00  -4.900E+00  -2.800E+00   1.560E+00  -3.203E+00   8.525E-01
   5.300E+00  -4.800E+00  -2.700E+00   1.646E+00  -3.328E+00   8.627E-01
   5.300E+00  -4.700E+00  -2.600E+00   1.733E+00  -3.441E+00   8.692E-01
   5.300E+00  -4.600E+00  -2.500E+00   1.820E+00  -3.543E+00   8.721E-01
   5.300E+00  -4.500E+00  -2.400E+00   1.907E+00  -3.632E+00   8.708E-01
   5.300E+00  -4.400E+00  -2.300E+00   1.994E+00  -3.711E+00   8.650E-01
   5.300E+00  -4.300E+00  -2.200E+00   2.080E+00  -3.779E+00   8.547E-01
   5.300E+00  -4.200E+00  -2.100E+00   2.165E+00  -3.839E+00   8.399E-01
   5.300E+00  -4.100E+00  -2.000E+00   2.248E+00  -3.894E+00   8.205E-01
   5.400E+00  -9.300E+00  -7.500E+00  -3.941E-01  -1.168E+00   7.305E-02
   5.400E+00  -9.200E+00  -7.400E+00  -3.865E-01  -1.243E+00   7.973E-02
   5.400E+00  -9.100E+00  -7.300E+00  -3.781E-01  -1.325E+00   8.703E-02
   5.400E+00  -9.000E+00  -7.200E+00  -3.691E-01  -1.412E+00   9.493E-02
   5.400E+00  -8.900E+00  -7.100E+00  -3.591E-01  -1.505E+00   1.034E-01
   5.400E+00  -8.800E+00  -7.000E+00  -3.483E-01  -1.601E+00   1.125E-01
   5.400E+00  -8.700E+00  -6.900E+00  -3.366E-01  -1.700E+00   1.221E-01
   5.400E+00  -8.600E+00  -6.800E+00  -3.239E-01  -1.800E+00   1.321E-01
   5.400E+00  -8.500E+00  -6.700E+00  -3.102E-01  -1.901E+00   1.423E-01
   5.400E+00  -8.400E+00  -6.600E+00  -2.954E-01  -2.002E+00   1.530E-01
   5.400E+00  -8.300E+00  -6.500E+00  -2.796E-01  -2.103E+00   1.639E-01
   5.400E+00  -8.200E+00  -6.400E+00  -2.626E-01  -2.204E+00   1.757E-01
   5.400E+00  -8.100E+00  -6.300E+00  -2.444E-01  -2.305E+00   1.887E-01
   5.400E+00  -8.000E+00  -6.200E+00  -2.248E-01  -2.405E+00   2.030E-01
   5.400E+00  -7.900E+00  -6.100E+00  -2.038E-01  -2.501E+00   2.186E-01
   5.400E+00  -7.800E+00  -6.000E+00  -1.811E-01  -2.592E+00   2.354E-01
   5.400E+00  -7.700E+00  -5.900E+00  -1.567E-01  -2.676E+00   2.528E-01
   5.400E+00  -7.600E+00  -5.800E+00  -1.305E-01  -2.748E+00   2.700E-01
   5.400E+00  -7.500E+00  -5.700E+00  -1.027E-01  -2.810E+00   2.871E-01
   5.400E+00  -7.400E+00  -5.600E+00  -7.311E-02  -2.860E+00   3.041E-01
   5.400E+00  -7.300E+00  -5.500E+00  -4.186E-02  -2.900E+00   3.210E-01
   5.400E+00  -7.200E+00  -5.400E+00  -8.917E-03  -2.929E+00   3.379E-01
   5.400E+00  -7.100E+00  -5.300E+00   2.574E-02  -2.949E+00   3.553E-01
   5.400E+00  -7.000E+00  -5.200E+00   6.215E-02  -2.962E+00   3.730E-01
   5.400E+00  -6.900E+00  -5.100E+00   1.004E-01  -2.970E+00   3.911E-01
   5.400E+00  -6.800E+00  -5.000E+00   1.404E-01  -2.973E+00   4.096E-01
   5.400E+00  -6.700E+00  -4.900E+00   1.823E-01  -2.973E+00   4.286E-01
   5.400E+00  -6.600E+00  -4.800E+00   2.261E-01  -2.972E+00   4.481E-01
   5.400E+00  -6.500E+00  -4.700E+00   2.719E-01  -2.972E+00   4.683E-01
   5.400E+00  -6.400E+00  -4.600E+00   3.198E-01  -2.972E+00   4.891E-01
   5.400E+00  -6.300E+00  -4.500E+00   3.698E-01  -2.975E+00   5.106E-01
   5.400E+00  -6.200E+00  -4.400E+00   4.219E-01  -2.979E+00   5.316E-01
   5.400E+00  -6.100E+00  -4.300E+00   4.761E-01  -2.979E+00   5.513E-01
   5.400E+00  -6.000E+00  -4.200E+00   5.321E-01  -2.976E+00   5.697E-01
   5.400E+00  -5.900E+00  -4.100E+00   5.900E-01  -2.969E+00   5.867E-01
   5.400E+00  -5.800E+00  -4.000E+00   6.494E-01  -2.956E+00   6.024E-01
   5.400E+00  -5.700E+00  -3.900E+00   7.104E-01  -2.940E+00   6.172E-01
   5.400E+00  -5.600E+00  -3.800E+00   7.728E-01  -2.923E+00   6.314E-01
   5.400E+00  -5.500E+00  -3.700E+00   8.367E-01  -2.910E+00   6.451E-01
   5.400E+00  -5.400E+00  -3.600E+00   9.018E-01  -2.902E+00   6.582E-01
   5.400E+00  -5.300E+00  -3.500E+00   9.683E-01  -2.903E+00   6.708E-01
   5.400E+00  -5.200E+00  -3.400E+00   1.036E+00  -2.918E+00   6.832E-01
   5.400E+00  -5.100E+00  -3.300E+00   1.105E+00  -2.947E+00   6.959E-01
   5.400E+00  -5.000E+00  -3.200E+00   1.175E+00  -2.994E+00   7.089E-01
   5.400E+00  -4.900E+00  -3.100E+00   1.247E+00  -3.058E+00   7.221E-01
   5.400E+00  -4.800E+00  -3.000E+00   1.320E+00  -3.140E+00   7.357E-01
   5.400E+00  -4.700E+00  -2.900E+00   1.394E+00  -3.237E+00   7.481E-01
   5.400E+00  -4.600E+00  -2.800E+00   1.469E+00  -3.342E+00   7.581E-01
   5.400E+00  -4.500E+00  -2.700E+00   1.545E+00  -3.451E+00   7.657E-01
   5.400E+00  -4.400E+00  -2.600E+00   1.622E+00  -3.560E+00   7.708E-01
   5.400E+00  -4.300E+00  -2.500E+00   1.699E+00  -3.667E+00   7.735E-01
   5.400E+00  -4.200E+00  -2.400E+00   1.777E+00  -3.764E+00   7.725E-01
   5.400E+00  -4.100E+00  -2.300E+00   1.854E+00  -3.846E+00   7.668E-01
   5.500E+00  -9.000E+00  -7.500E+00  -4.485E-01  -3.089E-01   2.665E-02
   5.500E+00  -8.900E+00  -7.400E+00  -4.458E-01  -3.401E-01   2.800E-02
   5.500E+00  -8.800E+00  -7.300E+00  -4.429E-01  -3.803E-01   3.039E-02
   5.500E+00  -8.700E+00  -7.200E+00  -4.397E-01  -4.295E-01   3.383E-02
   5.500E+00  -8.600E+00  -7.100E+00  -4.361E-01  -4.876E-01   3.830E-02
   5.500E+00  -8.500E+00  -7.000E+00  -4.320E-01  -5.546E-01   4.383E-02
   5.500E+00  -8.400E+00  -6.900E+00  -4.273E-01  -6.301E-01   5.029E-02
   5.500E+00  -8.300E+00  -6.800E+00  -4.219E-01  -7.141E-01   5.761E-02
   5.500E+00  -8.200E+00  -6.700E+00  -4.158E-01  -8.068E-01   6.577E-02
   5.500E+00  -8.100E+00  -6.600E+00  -4.087E-01  -9.085E-01   7.478E-02
   5.500E+00  -8.000E+00  -6.500E+00  -4.008E-01  -1.019E+00   8.464E-02
   5.500E+00  -7.900E+00  -6.400E+00  -3.918E-01  -1.141E+00   9.569E-02
   5.500E+00  -7.800E+00  -6.300E+00  -3.816E-01  -1.273E+00   1.083E-01
   5.500E+00  -7.700E+00  -6.200E+00  -3.701E-01  -1.415E+00   1.224E-01
   5.500E+00  -7.600E+00  -6.100E+00  -3.571E-01  -1.565E+00   1.380E-01
   5.500E+00  -7.500E+00  -6.000E+00  -3.424E-01  -1.723E+00   1.552E-01
   5.500E+00  -7.400E+00  -5.900E+00  -3.260E-01  -1.888E+00   1.739E-01
   5.500E+00  -7.300E+00  -5.800E+00  -3.076E-01  -2.058E+00   1.940E-01
   5.500E+00  -7.200E+00  -5.700E+00  -2.871E-01  -2.232E+00   2.155E-01
   5.500E+00  -7.100E+00  -5.600E+00  -2.644E-01  -2.407E+00   2.385E-01
   5.500E+00  -7.000E+00  -5.500E+00  -2.394E-01  -2.583E+00   2.629E-01
   5.500E+00  -6.900E+00  -5.400E+00  -2.118E-01  -2.757E+00   2.886E-01
   5.500E+00  -6.800E+00  -5.300E+00  -1.816E-01  -2.928E+00   3.156E-01
   5.500E+00  -6.700E+00  -5.200E+00  -1.486E-01  -3.095E+00   3.437E-01
   5.500E+00  -6.600E+00  -5.100E+00  -1.128E-01  -3.256E+00   3.731E-01
   5.500E+00  -6.500E+00  -5.000E+00  -7.399E-02  -3.412E+00   4.036E-01
   5.500E+00  -6.400E+00  -4.900E+00  -3.206E-02  -3.559E+00   4.349E-01
   5.500E+00  -6.300E+00  -4.800E+00   1.301E-02  -3.694E+00   4.666E-01
   5.500E+00  -6.200E+00  -4.700E+00   6.127E-02  -3.816E+00   4.987E-01
   5.500E+00  -6.100E+00  -4.600E+00   1.128E-01  -3.923E+00   5.310E-01
   5.500E+00  -6.000E+00  -4.500E+00   1.675E-01  -4.013E+00   5.638E-01
   5.500E+00  -5.900E+00  -4.400E+00   2.255E-01  -4.079E+00   5.950E-01
   5.500E+00  -5.800E+00  -4.300E+00   2.864E-01  -4.117E+00   6.230E-01
   5.500E+00  -5.700E+00  -4.200E+00   3.499E-01  -4.129E+00   6.476E-01
   5.500E+00  -5.600E+00  -4.100E+00   4.158E-01  -4.116E+00   6.689E-01
   5.500E+00  -5.500E+00  -4.000E+00   4.836E-01  -4.081E+00   6.868E-01
   5.500E+00  -5.400E+00  -3.900E+00   5.531E-01  -4.027E+00   7.017E-01
   5.500E+00  -5.300E+00  -3.800E+00   6.238E-01  -3.957E+00   7.135E-01
   5.500E+00  -5.200E+00  -3.700E+00   6.957E-01  -3.877E+00   7.224E-01
   5.500E+00  -5.100E+00  -3.600E+00   7.682E-01  -3.792E+00   7.284E-01
   5.500E+00  -5.000E+00  -3.500E+00   8.412E-01  -3.705E+00   7.313E-01
   5.500E+00  -4.900E+00  -3.400E+00   9.144E-01  -3.625E+00   7.324E-01
   5.500E+00  -4.800E+00  -3.300E+00   9.877E-01  -3.556E+00   7.326E-01
   5.500E+00  -4.700E+00  -3.200E+00   1.061E+00  -3.499E+00   7.320E-01
   5.500E+00  -4.600E+00  -3.100E+00   1.134E+00  -3.453E+00   7.305E-01
   5.500E+00  -4.500E+00  -3.000E+00   1.207E+00  -3.421E+00   7.281E-01
   5.500E+00  -4.400E+00  -2.900E+00   1.280E+00  -3.402E+00   7.249E-01
   5.500E+00  -4.300E+00  -2.800E+00   1.352E+00  -3.395E+00   7.209E-01
   5.500E+00  -4.200E+00  -2.700E+00   1.424E+00  -3.399E+00   7.161E-01
   5.500E+00  -4.100E+00  -2.600E+00   1.495E+00  -3.413E+00   7.104E-01
   5.600E+00  -8.700E+00  -7.500E+00  -4.608E-01  -6.663E-02   8.920E-03
   5.600E+00  -8.600E+00  -7.400E+00  -4.599E-01  -7.641E-02   9.323E-03
   5.600E+00  -8.500E+00  -7.300E+00  -4.590E-01  -8.886E-02   1.026E-02
   5.600E+00  -8.400E+00  -7.200E+00  -4.579E-01  -1.043E-01   1.173E-02
   5.600E+00  -8.300E+00  -7.100E+00  -4.566E-01  -1.229E-01   1.373E-02
   5.600E+00  -8.200E+00  -7.000E+00  -4.551E-01  -1.450E-01   1.627E-02
   5.600E+00  -8.100E+00  -6.900E+00  -4.533E-01  -1.705E-01   1.921E-02
   5.600E+00  -8.000E+00  -6.800E+00  -4.512E-01  -1.993E-01   2.243E-02
   5.600E+00  -7.900E+00  -6.700E+00  -4.488E-01  -2.319E-01   2.594E-02
   5.600E+00  -7.800E+00  -6.600E+00  -4.460E-01  -2.685E-01   2.973E-02
   5.600E+00  -7.700E+00  -6.500E+00  -4.429E-01  -3.095E-01   3.380E-02
   5.600E+00  -7.600E+00  -6.400E+00  -4.393E-01  -3.565E-01   3.860E-02
   5.600E+00  -7.500E+00  -6.300E+00  -4.351E-01  -4.110E-01   4.455E-02
   5.600E+00  -7.400E+00  -6.200E+00  -4.303E-01  -4.730E-01   5.166E-02
   5.600E+00  -7.300E+00  -6.100E+00  -4.247E-01  -5.425E-01   5.994E-02
   5.600E+00  -7.200E+00  -6.000E+00  -4.183E-01  -6.198E-01   6.937E-02
   5.600E+00  -7.100E+00  -5.900E+00  -4.108E-01  -7.066E-01   8.047E-02
   5.600E+00  -7.000E+00  -5.800E+00  -4.021E-01  -8.061E-01   9.375E-02
   5.600E+00  -6.900E+00  -5.700E+00  -3.920E-01  -9.202E-01   1.092E-01
   5.600E+00  -6.800E+00  -5.600E+00  -3.802E-01  -1.051E+00   1.268E-01
