   t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   5.600E+00  -5.400E+00  -4.200E+00   2.539E-01  -4.856E+00   7.554E-01
   5.600E+00  -5.300E+00  -4.100E+00   3.313E-01  -4.959E+00   7.910E-01
   5.600E+00  -5.200E+00  -4.000E+00   4.119E-01  -5.017E+00   8.212E-01
   5.600E+00  -5.100E+00  -3.900E+00   4.953E-01  -5.027E+00   8.453E-01
  
   5.700E+00  -8.500E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   5.700E+00  -8.400E+00  -7.500E+00  -4.620E-01  -5.864E-02   8.983E-03
   5.700E+00  -8.300E+00  -7.400E+00  -4.611E-01  -5.785E-02   8.668E-03
   5.700E+00  -8.200E+00  -7.300E+00  -4.602E-01  -5.839E-02   8.775E-03
   5.700E+00  -8.100E+00  -7.200E+00  -4.593E-01  -6.052E-02   9.303E-03
   5.700E+00  -8.000E+00  -7.100E+00  -4.584E-01  -6.448E-02   1.025E-02
   5.700E+00  -7.900E+00  -7.000E+00  -4.573E-01  -7.053E-02   1.163E-02
   5.700E+00  -7.800E+00  -6.900E+00  -4.560E-01  -7.876E-02   1.337E-02
   5.700E+00  -7.700E+00  -6.800E+00  -4.546E-01  -8.922E-02   1.544E-02
   5.700E+00  -7.600E+00  -6.700E+00  -4.529E-01  -1.021E-01   1.783E-02
   5.700E+00  -7.500E+00  -6.600E+00  -4.510E-01  -1.176E-01   2.055E-02
   5.700E+00  -7.400E+00  -6.500E+00  -4.488E-01  -1.359E-01   2.359E-02
   5.700E+00  -7.300E+00  -6.400E+00  -4.463E-01  -1.578E-01   2.712E-02
   5.700E+00  -7.200E+00  -6.300E+00  -4.434E-01  -1.841E-01   3.132E-02
   5.700E+00  -7.100E+00  -6.200E+00  -4.400E-01  -2.152E-01   3.619E-02
   5.700E+00  -7.000E+00  -6.100E+00  -4.361E-01  -2.516E-01   4.173E-02
   5.700E+00  -6.900E+00  -6.000E+00  -4.316E-01  -2.935E-01   4.794E-02
   5.700E+00  -6.800E+00  -5.900E+00  -4.265E-01  -3.430E-01   5.530E-02
   5.700E+00  -6.700E+00  -5.800E+00  -4.205E-01  -4.023E-01   6.431E-02
   5.700E+00  -6.600E+00  -5.700E+00  -4.135E-01  -4.723E-01   7.497E-02
   5.700E+00  -6.500E+00  -5.600E+00  -4.055E-01  -5.539E-01   8.728E-02
   5.700E+00  -6.400E+00  -5.500E+00  -3.960E-01  -6.480E-01   1.012E-01
   5.700E+00  -6.300E+00  -5.400E+00  -3.851E-01  -7.589E-01   1.179E-01
   5.700E+00  -6.200E+00  -5.300E+00  -3.723E-01  -8.916E-01   1.385E-01
   5.700E+00  -6.100E+00  -5.200E+00  -3.573E-01  -1.048E+00   1.629E-01
   5.700E+00  -6.000E+00  -5.100E+00  -3.396E-01  -1.229E+00   1.912E-01
   5.700E+00  -5.900E+00  -5.000E+00  -3.189E-01  -1.438E+00   2.233E-01
   5.700E+00  -5.800E+00  -4.900E+00  -2.948E-01  -1.677E+00   2.602E-01
   5.700E+00  -5.700E+00  -4.800E+00  -2.667E-01  -1.950E+00   3.029E-01
   5.700E+00  -5.600E+00  -4.700E+00  -2.340E-01  -2.252E+00   3.514E-01
   5.700E+00  -5.500E+00  -4.600E+00  -1.962E-01  -2.584E+00   4.057E-01
   5.700E+00  -5.400E+00  -4.500E+00  -1.527E-01  -2.941E+00   4.657E-01
   5.700E+00  -5.300E+00  -4.400E+00  -1.030E-01  -3.314E+00   5.289E-01
   5.700E+00  -5.200E+00  -4.300E+00  -4.690E-02  -3.689E+00   5.926E-01
   5.700E+00  -5.100E+00  -4.200E+00   1.557E-02  -4.057E+00   6.569E-01
  
   5.800E+00  -8.200E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   5.800E+00  -8.100E+00  -7.500E+00  -4.644E-01  -1.997E-02   5.534E-03
   5.800E+00  -8.000E+00  -7.400E+00  -4.638E-01  -2.369E-02   5.838E-03
   5.800E+00  -7.900E+00  -7.300E+00  -4.632E-01  -2.840E-02   6.374E-03
   5.800E+00  -7.800E+00  -7.200E+00  -4.626E-01  -3.406E-02   7.144E-03
   5.800E+00  -7.700E+00  -7.100E+00  -4.618E-01  -4.064E-02   8.147E-03
   5.800E+00  -7.600E+00  -7.000E+00  -4.609E-01  -4.811E-02   9.384E-03
   5.800E+00  -7.500E+00  -6.900E+00  -4.599E-01  -5.637E-02   1.084E-02
   5.800E+00  -7.400E+00  -6.800E+00  -4.588E-01  -6.527E-02   1.250E-02
   5.800E+00  -7.300E+00  -6.700E+00  -4.574E-01  -7.465E-02   1.436E-02
   5.800E+00  -7.200E+00  -6.600E+00  -4.559E-01  -8.438E-02   1.642E-02
   5.800E+00  -7.100E+00  -6.500E+00  -4.541E-01  -9.431E-02   1.869E-02
   5.800E+00  -7.000E+00  -6.400E+00  -4.521E-01  -1.045E-01   2.121E-02
   5.800E+00  -6.900E+00  -6.300E+00  -4.499E-01  -1.154E-01   2.404E-02
   5.800E+00  -6.800E+00  -6.200E+00  -4.473E-01  -1.271E-01   2.718E-02
   5.800E+00  -6.700E+00  -6.100E+00  -4.444E-01  -1.398E-01   3.063E-02
   5.800E+00  -6.600E+00  -6.000E+00  -4.412E-01  -1.540E-01   3.438E-02
   5.800E+00  -6.500E+00  -5.900E+00  -4.375E-01  -1.711E-01   3.886E-02
   5.800E+00  -6.400E+00  -5.800E+00  -4.334E-01  -1.933E-01   4.449E-02
   5.800E+00  -6.300E+00  -5.700E+00  -4.286E-01  -2.217E-01   5.125E-02
   5.800E+00  -6.200E+00  -5.600E+00  -4.231E-01  -2.573E-01   5.916E-02
   5.800E+00  -6.100E+00  -5.500E+00  -4.167E-01  -3.010E-01   6.821E-02
   5.800E+00  -6.000E+00  -5.400E+00  -4.094E-01  -3.557E-01   7.906E-02
   5.800E+00  -5.900E+00  -5.300E+00  -4.008E-01  -4.231E-01   9.234E-02
   5.800E+00  -5.800E+00  -5.200E+00  -3.908E-01  -5.031E-01   1.081E-01
   5.800E+00  -5.700E+00  -5.100E+00  -3.791E-01  -5.952E-01   1.262E-01
   5.800E+00  -5.600E+00  -5.000E+00  -3.655E-01  -6.992E-01   1.468E-01
   5.800E+00  -5.500E+00  -4.900E+00  -3.497E-01  -8.184E-01   1.708E-01
   5.800E+00  -5.400E+00  -4.800E+00  -3.312E-01  -9.580E-01   1.993E-01
   5.800E+00  -5.300E+00  -4.700E+00  -3.096E-01  -1.121E+00   2.321E-01
   5.800E+00  -5.200E+00  -4.600E+00  -2.846E-01  -1.311E+00   2.694E-01
   5.800E+00  -5.100E+00  -4.500E+00  -2.556E-01  -1.530E+00   3.112E-01
  
   5.900E+00  -7.900E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   5.900E+00  -7.800E+00  -7.500E+00  -4.637E-01   1.205E-02   3.985E-03
   5.900E+00  -7.700E+00  -7.400E+00  -4.633E-01   1.172E-02   3.997E-03
   5.900E+00  -7.600E+00  -7.300E+00  -4.629E-01   1.056E-02   4.239E-03
   5.900E+00  -7.500E+00  -7.200E+00  -4.624E-01   8.528E-03   4.713E-03
   5.900E+00  -7.400E+00  -7.100E+00  -4.619E-01   5.564E-03   5.418E-03
   5.900E+00  -7.300E+00  -7.000E+00  -4.613E-01   1.610E-03   6.354E-03
   5.900E+00  -7.200E+00  -6.900E+00  -4.606E-01  -3.402E-03   7.523E-03
   5.900E+00  -7.100E+00  -6.800E+00  -4.598E-01  -9.575E-03   8.926E-03
   5.900E+00  -7.000E+00  -6.700E+00  -4.588E-01  -1.702E-02   1.056E-02
   5.900E+00  -6.900E+00  -6.600E+00  -4.577E-01  -2.583E-02   1.244E-02
   5.900E+00  -6.800E+00  -6.500E+00  -4.563E-01  -3.612E-02   1.454E-02
   5.900E+00  -6.700E+00  -6.400E+00  -4.548E-01  -4.794E-02   1.688E-02
   5.900E+00  -6.600E+00  -6.300E+00  -4.530E-01  -6.124E-02   1.944E-02
   5.900E+00  -6.500E+00  -6.200E+00  -4.509E-01  -7.596E-02   2.222E-02
   5.900E+00  -6.400E+00  -6.100E+00  -4.485E-01  -9.202E-02   2.522E-02
   5.900E+00  -6.300E+00  -6.000E+00  -4.458E-01  -1.094E-01   2.845E-02
   5.900E+00  -6.200E+00  -5.900E+00  -4.428E-01  -1.291E-01   3.228E-02
   5.900E+00  -6.100E+00  -5.800E+00  -4.393E-01  -1.522E-01   3.709E-02
   5.900E+00  -6.000E+00  -5.700E+00  -4.353E-01  -1.788E-01   4.289E-02
   5.900E+00  -5.900E+00  -5.600E+00  -4.307E-01  -2.087E-01   4.967E-02
   5.900E+00  -5.800E+00  -5.500E+00  -4.254E-01  -2.420E-01   5.744E-02
   5.900E+00  -5.700E+00  -5.400E+00  -4.192E-01  -2.796E-01   6.652E-02
   5.900E+00  -5.600E+00  -5.300E+00  -4.120E-01  -3.228E-01   7.725E-02
   5.900E+00  -5.500E+00  -5.200E+00  -4.037E-01  -3.719E-01   8.961E-02
   5.900E+00  -5.400E+00  -5.100E+00  -3.940E-01  -4.272E-01   1.036E-01
   5.900E+00  -5.300E+00  -5.000E+00  -3.829E-01  -4.890E-01   1.193E-01
   5.900E+00  -5.200E+00  -4.900E+00  -3.701E-01  -5.604E-01   1.374E-01
   5.900E+00  -5.100E+00  -4.800E+00  -3.553E-01  -6.446E-01   1.589E-01
 
   6.000E+00  -7.600E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   6.000E+00  -7.500E+00  -7.500E+00  -4.595E-01   1.650E-02   7.319E-03
   6.000E+00  -7.400E+00  -7.400E+00  -4.588E-01   2.412E-02   7.004E-03
   6.000E+00  -7.300E+00  -7.300E+00  -4.581E-01   3.088E-02   6.894E-03
   6.000E+00  -7.200E+00  -7.200E+00  -4.574E-01   3.671E-02   6.988E-03
   6.000E+00  -7.100E+00  -7.100E+00  -4.567E-01   4.156E-02   7.287E-03
   6.000E+00  -7.000E+00  -7.000E+00  -4.559E-01   4.536E-02   7.792E-03
   6.000E+00  -6.900E+00  -6.900E+00  -4.551E-01   4.817E-02   8.473E-03
   6.000E+00  -6.800E+00  -6.800E+00  -4.542E-01   5.020E-02   9.303E-03
   6.000E+00  -6.700E+00  -6.700E+00  -4.533E-01   5.163E-02   1.028E-02
   6.000E+00  -6.600E+00  -6.600E+00  -4.522E-01   5.261E-02   1.141E-02
   6.000E+00  -6.500E+00  -6.500E+00  -4.510E-01   5.332E-02   1.269E-02
   6.000E+00  -6.400E+00  -6.400E+00  -4.496E-01   5.350E-02   1.421E-02
   6.000E+00  -6.300E+00  -6.300E+00  -4.481E-01   5.235E-02   1.608E-02
   6.000E+00  -6.200E+00  -6.200E+00  -4.464E-01   4.924E-02   1.829E-02
   6.000E+00  -6.100E+00  -6.100E+00  -4.444E-01   4.354E-02   2.085E-02
   6.000E+00  -6.000E+00  -6.000E+00  -4.422E-01   3.460E-02   2.375E-02
   6.000E+00  -5.900E+00  -5.900E+00  -4.397E-01   2.149E-02   2.717E-02
   6.000E+00  -5.800E+00  -5.800E+00  -4.368E-01   4.075E-03   3.127E-02
   6.000E+00  -5.700E+00  -5.700E+00  -4.334E-01  -1.706E-02   3.607E-02
   6.000E+00  -5.600E+00  -5.600E+00  -4.295E-01  -4.133E-02   4.155E-02
   6.000E+00  -5.500E+00  -5.500E+00  -4.251E-01  -6.815E-02   4.771E-02
   6.000E+00  -5.400E+00  -5.400E+00  -4.199E-01  -9.871E-02   5.509E-02
   6.000E+00  -5.300E+00  -5.300E+00  -4.140E-01  -1.351E-01   6.421E-02
   6.000E+00  -5.200E+00  -5.200E+00  -4.070E-01  -1.781E-01   7.505E-02
   6.000E+00  -5.100E+00  -5.100E+00  -3.989E-01  -2.284E-01   8.764E-02
  
   6.100E+00  -7.300E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   6.100E+00  -7.200E+00  -7.500E+00  -4.594E-01  -9.151E-02   1.323E-02
   6.100E+00  -7.100E+00  -7.400E+00  -4.580E-01  -9.409E-02   1.379E-02
   6.100E+00  -7.000E+00  -7.300E+00  -4.566E-01  -9.387E-02   1.443E-02
   6.100E+00  -6.900E+00  -7.200E+00  -4.551E-01  -9.109E-02   1.517E-02
   6.100E+00  -6.800E+00  -7.100E+00  -4.536E-01  -8.601E-02   1.599E-02
   6.100E+00  -6.700E+00  -7.000E+00  -4.519E-01  -7.887E-02   1.690E-02
   6.100E+00  -6.600E+00  -6.900E+00  -4.502E-01  -6.991E-02   1.788E-02
   6.100E+00  -6.500E+00  -6.800E+00  -4.484E-01  -5.945E-02   1.891E-02
   6.100E+00  -6.400E+00  -6.700E+00  -4.464E-01  -4.791E-02   2.000E-02
   6.100E+00  -6.300E+00  -6.600E+00  -4.444E-01  -3.572E-02   2.113E-02
   6.100E+00  -6.200E+00  -6.500E+00  -4.422E-01  -2.327E-02   2.232E-02
   6.100E+00  -6.100E+00  -6.400E+00  -4.399E-01  -1.108E-02   2.362E-02
   6.100E+00  -6.000E+00  -6.300E+00  -4.375E-01   7.227E-04   2.509E-02
   6.100E+00  -5.900E+00  -6.200E+00  -4.349E-01   1.231E-02   2.675E-02
   6.100E+00  -5.800E+00  -6.100E+00  -4.321E-01   2.383E-02   2.857E-02
   6.100E+00  -5.700E+00  -6.000E+00  -4.291E-01   3.545E-02   3.057E-02
   6.100E+00  -5.600E+00  -5.900E+00  -4.260E-01   4.668E-02   3.292E-02
   6.100E+00  -5.500E+00  -5.800E+00  -4.225E-01   5.647E-02   3.578E-02
   6.100E+00  -5.400E+00  -5.700E+00  -4.188E-01   6.412E-02   3.916E-02
   6.100E+00  -5.300E+00  -5.600E+00  -4.147E-01   6.895E-02   4.305E-02
   6.100E+00  -5.200E+00  -5.500E+00  -4.102E-01   7.028E-02   4.746E-02
   6.100E+00  -5.100E+00  -5.400E+00  -4.052E-01   6.608E-02   5.284E-02
  
   6.200E+00  -7.000E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   6.200E+00  -6.900E+00  -7.500E+00  -4.663E-01  -6.666E-02   6.026E-03
   6.200E+00  -6.800E+00  -7.400E+00  -4.656E-01  -7.472E-02   6.877E-03
   6.200E+00  -6.700E+00  -7.300E+00  -4.649E-01  -8.683E-02   8.027E-03
   6.200E+00  -6.600E+00  -7.200E+00  -4.640E-01  -1.024E-01   9.477E-03
   6.200E+00  -6.500E+00  -7.100E+00  -4.630E-01  -1.208E-01   1.123E-02
   6.200E+00  -6.400E+00  -7.000E+00  -4.618E-01  -1.416E-01   1.328E-02
   6.200E+00  -6.300E+00  -6.900E+00  -4.603E-01  -1.643E-01   1.569E-02
   6.200E+00  -6.200E+00  -6.800E+00  -4.586E-01  -1.886E-01   1.854E-02
   6.200E+00  -6.100E+00  -6.700E+00  -4.566E-01  -2.140E-01   2.181E-02
   6.200E+00  -6.000E+00  -6.600E+00  -4.542E-01  -2.399E-01   2.553E-02
   6.200E+00  -5.900E+00  -6.500E+00  -4.515E-01  -2.660E-01   2.967E-02
   6.200E+00  -5.800E+00  -6.400E+00  -4.483E-01  -2.908E-01   3.401E-02
   6.200E+00  -5.700E+00  -6.300E+00  -4.447E-01  -3.130E-01   3.832E-02
   6.200E+00  -5.600E+00  -6.200E+00  -4.406E-01  -3.319E-01   4.260E-02
   6.200E+00  -5.500E+00  -6.100E+00  -4.362E-01  -3.468E-01   4.684E-02
   6.200E+00  -5.400E+00  -6.000E+00  -4.313E-01  -3.570E-01   5.105E-02
   6.200E+00  -5.300E+00  -5.900E+00  -4.260E-01  -3.622E-01   5.534E-02
   6.200E+00  -5.200E+00  -5.800E+00  -4.202E-01  -3.626E-01   5.980E-02
   6.200E+00  -5.100E+00  -5.700E+00  -4.140E-01  -3.581E-01   6.444E-02
   6.300E+00  -6.700E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   6.300E+00  -6.600E+00  -7.500E+00  -4.689E-01  -2.108E-02   2.611E-03
   6.300E+00  -6.500E+00  -7.400E+00  -4.686E-01  -2.497E-02   2.273E-03
   6.300E+00  -6.400E+00  -7.300E+00  -4.684E-01  -2.879E-02   2.248E-03
   6.300E+00  -6.300E+00  -7.200E+00  -4.682E-01  -3.292E-02   2.536E-03
   6.300E+00  -6.200E+00  -7.100E+00  -4.679E-01  -3.776E-02   3.136E-03
   6.300E+00  -6.100E+00  -7.000E+00  -4.675E-01  -4.368E-02   4.049E-03
   6.300E+00  -6.000E+00  -6.900E+00  -4.671E-01  -5.100E-02   5.244E-03
   6.300E+00  -5.900E+00  -6.800E+00  -4.665E-01  -6.000E-02   6.689E-03
   6.300E+00  -5.800E+00  -6.700E+00  -4.657E-01  -7.108E-02   8.385E-03
   6.300E+00  -5.700E+00  -6.600E+00  -4.648E-01  -8.463E-02   1.033E-02
   6.300E+00  -5.600E+00  -6.500E+00  -4.636E-01  -1.011E-01   1.253E-02
   6.300E+00  -5.500E+00  -6.400E+00  -4.623E-01  -1.211E-01   1.509E-02
   6.300E+00  -5.400E+00  -6.300E+00  -4.606E-01  -1.454E-01   1.811E-02
   6.300E+00  -5.300E+00  -6.200E+00  -4.586E-01  -1.743E-01   2.160E-02
   6.300E+00  -5.200E+00  -6.100E+00  -4.563E-01  -2.083E-01   2.556E-02
   6.300E+00  -5.100E+00  -6.000E+00  -4.535E-01  -2.477E-01   2.999E-02
   6.400E+00  -6.400E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   6.400E+00  -6.300E+00  -7.500E+00  -4.701E-01  -1.665E-02   2.371E-03
   6.400E+00  -6.200E+00  -7.400E+00  -4.699E-01  -1.509E-02   1.896E-03
   6.400E+00  -6.100E+00  -7.300E+00  -4.698E-01  -1.448E-02   1.603E-03
   6.400E+00  -6.000E+00  -7.200E+00  -4.696E-01  -1.485E-02   1.494E-03
   6.400E+00  -5.900E+00  -7.100E+00  -4.695E-01  -1.623E-02   1.569E-03
   6.400E+00  -5.800E+00  -7.000E+00  -4.693E-01  -1.864E-02   1.827E-03
   6.400E+00  -5.700E+00  -6.900E+00  -4.691E-01  -2.215E-02   2.292E-03
   6.400E+00  -5.600E+00  -6.800E+00  -4.688E-01  -2.672E-02   2.987E-03
   6.400E+00  -5.500E+00  -6.700E+00  -4.685E-01  -3.219E-02   3.913E-03
   6.400E+00  -5.400E+00  -6.600E+00  -4.680E-01  -3.842E-02   5.070E-03
   6.400E+00  -5.300E+00  -6.500E+00  -4.675E-01  -4.526E-02   6.457E-03
   6.400E+00  -5.200E+00  -6.400E+00  -4.667E-01  -5.241E-02   7.992E-03
   6.400E+00  -5.100E+00  -6.300E+00  -4.659E-01  -6.000E-02   9.592E-03
 


