   t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   3.500E+00  -1.000E+01  -2.500E+00  -4.055E+00   1.079E+01   2.935E-01
   3.500E+00  -9.900E+00  -2.400E+00  -4.024E+00   1.099E+01   3.231E-01
   3.500E+00  -9.800E+00  -2.300E+00  -3.991E+00   1.116E+01   3.533E-01
   3.500E+00  -9.700E+00  -2.200E+00  -3.954E+00   1.130E+01   3.842E-01
   3.500E+00  -9.600E+00  -2.100E+00  -3.914E+00   1.141E+01   4.156E-01
   3.500E+00  -9.500E+00  -2.000E+00  -3.871E+00   1.147E+01   4.477E-01
   3.500E+00  -9.400E+00  -1.900E+00  -3.824E+00   1.149E+01   4.791E-01
   3.500E+00  -9.300E+00  -1.800E+00  -3.775E+00   1.146E+01   5.086E-01
   3.500E+00  -9.200E+00  -1.700E+00  -3.723E+00   1.139E+01   5.362E-01
   3.500E+00  -9.100E+00  -1.600E+00  -3.668E+00   1.127E+01   5.620E-01
   3.500E+00  -9.000E+00  -1.500E+00  -3.610E+00   1.111E+01   5.858E-01
   3.500E+00  -8.900E+00  -1.400E+00  -3.551E+00   1.090E+01   6.079E-01
   3.500E+00  -8.800E+00  -1.300E+00  -3.489E+00   1.064E+01   6.282E-01
   3.500E+00  -8.700E+00  -1.200E+00  -3.425E+00   1.036E+01   6.469E-01
   3.500E+00  -8.600E+00  -1.100E+00  -3.359E+00   1.004E+01   6.638E-01
   3.500E+00  -8.500E+00  -1.000E+00  -3.292E+00   9.704E+00   6.791E-01
   3.500E+00  -8.400E+00  -9.000E-01  -3.224E+00   9.352E+00   6.927E-01
   3.500E+00  -8.300E+00  -8.000E-01  -3.154E+00   8.992E+00   7.048E-01
   3.500E+00  -8.200E+00  -7.000E-01  -3.083E+00   8.630E+00   7.155E-01
   3.500E+00  -8.100E+00  -6.000E-01  -3.011E+00   8.275E+00   7.246E-01
   3.500E+00  -8.000E+00  -5.000E-01  -2.938E+00   7.932E+00   7.323E-01
   3.500E+00  -7.900E+00  -4.000E-01  -2.864E+00   7.608E+00   7.386E-01
   3.500E+00  -7.800E+00  -3.000E-01  -2.790E+00   7.307E+00   7.438E-01
   3.500E+00  -7.700E+00  -2.000E-01  -2.716E+00   7.032E+00   7.480E-01
   3.500E+00  -7.600E+00  -1.000E-01  -2.641E+00   6.788E+00   7.510E-01
   3.500E+00  -7.500E+00   0.000E+00  -2.565E+00   6.578E+00   7.529E-01
   3.500E+00  -7.400E+00   1.000E-01  -2.490E+00   6.405E+00   7.539E-01
   3.500E+00  -7.300E+00   2.000E-01  -2.415E+00   6.269E+00   7.541E-01
   3.500E+00  -7.200E+00   3.000E-01  -2.339E+00   6.171E+00   7.535E-01
   3.500E+00  -7.100E+00   4.000E-01  -2.264E+00   6.111E+00   7.521E-01
   3.500E+00  -7.000E+00   5.000E-01  -2.189E+00   6.089E+00   7.500E-01
   3.500E+00  -6.900E+00   6.000E-01  -2.114E+00   6.104E+00   7.471E-01
   3.500E+00  -6.800E+00   7.000E-01  -2.040E+00   6.155E+00   7.435E-01
   3.500E+00  -6.700E+00   8.000E-01  -1.965E+00   6.240E+00   7.392E-01
   3.500E+00  -6.600E+00   9.000E-01  -1.892E+00   6.355E+00   7.343E-01
   3.500E+00  -6.500E+00   1.000E+00  -1.819E+00   6.500E+00   7.286E-01
   3.500E+00  -6.400E+00   1.100E+00  -1.746E+00   6.669E+00   7.223E-01
   3.500E+00  -6.300E+00   1.200E+00  -1.674E+00   6.860E+00   7.154E-01
   3.500E+00  -6.200E+00   1.300E+00  -1.603E+00   7.066E+00   7.079E-01
   3.500E+00  -6.100E+00   1.400E+00  -1.533E+00   7.281E+00   6.997E-01
   3.500E+00  -6.000E+00   1.500E+00  -1.463E+00   7.502E+00   6.910E-01
   3.500E+00  -5.900E+00   1.600E+00  -1.394E+00   7.723E+00   6.815E-01
   3.500E+00  -5.800E+00   1.700E+00  -1.327E+00   7.945E+00   6.712E-01
   3.500E+00  -5.700E+00   1.800E+00  -1.260E+00   8.172E+00   6.601E-01
   3.500E+00  -5.600E+00   1.900E+00  -1.195E+00   8.403E+00   6.483E-01
   3.500E+00  -5.500E+00   2.000E+00  -1.131E+00   8.642E+00   6.357E-01
   3.500E+00  -5.400E+00   2.100E+00  -1.068E+00   8.888E+00   6.226E-01
   3.500E+00  -5.300E+00   2.200E+00  -1.006E+00   9.136E+00   6.095E-01
   3.500E+00  -5.200E+00   2.300E+00  -9.457E-01   9.382E+00   5.964E-01
   3.500E+00  -5.100E+00   2.400E+00  -8.867E-01   9.620E+00   5.832E-01
   3.600E+00  -1.000E+01  -2.800E+00  -3.532E+00   1.227E+00   5.974E-01
   3.600E+00  -9.900E+00  -2.700E+00  -3.470E+00   1.251E+00   6.306E-01
   3.600E+00  -9.800E+00  -2.600E+00  -3.406E+00   1.320E+00   6.610E-01
   3.600E+00  -9.700E+00  -2.500E+00  -3.338E+00   1.434E+00   6.885E-01
   3.600E+00  -9.600E+00  -2.400E+00  -3.268E+00   1.594E+00   7.124E-01
   3.600E+00  -9.500E+00  -2.300E+00  -3.196E+00   1.797E+00   7.320E-01
   3.600E+00  -9.400E+00  -2.200E+00  -3.122E+00   2.041E+00   7.472E-01
   3.600E+00  -9.300E+00  -2.100E+00  -3.046E+00   2.319E+00   7.581E-01
   3.600E+00  -9.200E+00  -2.000E+00  -2.970E+00   2.628E+00   7.646E-01
   3.600E+00  -9.100E+00  -1.900E+00  -2.894E+00   2.959E+00   7.680E-01
   3.600E+00  -9.000E+00  -1.800E+00  -2.817E+00   3.305E+00   7.693E-01
   3.600E+00  -8.900E+00  -1.700E+00  -2.740E+00   3.661E+00   7.685E-01
   3.600E+00  -8.800E+00  -1.600E+00  -2.663E+00   4.021E+00   7.656E-01
   3.600E+00  -8.700E+00  -1.500E+00  -2.587E+00   4.381E+00   7.607E-01
   3.600E+00  -8.600E+00  -1.400E+00  -2.511E+00   4.735E+00   7.544E-01
   3.600E+00  -8.500E+00  -1.300E+00  -2.436E+00   5.079E+00   7.474E-01
   3.600E+00  -8.400E+00  -1.200E+00  -2.362E+00   5.412E+00   7.396E-01
   3.600E+00  -8.300E+00  -1.100E+00  -2.288E+00   5.731E+00   7.310E-01
   3.600E+00  -8.200E+00  -1.000E+00  -2.215E+00   6.036E+00   7.217E-01
   3.600E+00  -8.100E+00  -9.000E-01  -2.144E+00   6.324E+00   7.122E-01
   3.600E+00  -8.000E+00  -8.000E-01  -2.073E+00   6.593E+00   7.028E-01
   3.600E+00  -7.900E+00  -7.000E-01  -2.003E+00   6.842E+00   6.936E-01
   3.600E+00  -7.800E+00  -6.000E-01  -1.934E+00   7.072E+00   6.846E-01
   3.600E+00  -7.700E+00  -5.000E-01  -1.866E+00   7.281E+00   6.759E-01
   3.600E+00  -7.600E+00  -4.000E-01  -1.799E+00   7.468E+00   6.677E-01
   3.600E+00  -7.500E+00  -3.000E-01  -1.733E+00   7.631E+00   6.607E-01
   3.600E+00  -7.400E+00  -2.000E-01  -1.667E+00   7.769E+00   6.548E-01
   3.600E+00  -7.300E+00  -1.000E-01  -1.602E+00   7.882E+00   6.500E-01
   3.600E+00  -7.200E+00   0.000E+00  -1.537E+00   7.968E+00   6.463E-01
   3.600E+00  -7.100E+00   1.000E-01  -1.472E+00   8.028E+00   6.436E-01
   3.600E+00  -7.000E+00   2.000E-01  -1.408E+00   8.063E+00   6.417E-01
   3.600E+00  -6.900E+00   3.000E-01  -1.344E+00   8.075E+00   6.406E-01
   3.600E+00  -6.800E+00   4.000E-01  -1.280E+00   8.063E+00   6.405E-01
   3.600E+00  -6.700E+00   5.000E-01  -1.216E+00   8.031E+00   6.411E-01
   3.600E+00  -6.600E+00   6.000E-01  -1.152E+00   7.978E+00   6.425E-01
   3.600E+00  -6.500E+00   7.000E-01  -1.087E+00   7.907E+00   6.445E-01
   3.600E+00  -6.400E+00   8.000E-01  -1.023E+00   7.821E+00   6.471E-01
   3.600E+00  -6.300E+00   9.000E-01  -9.579E-01   7.721E+00   6.503E-01
   3.600E+00  -6.200E+00   1.000E+00  -8.926E-01   7.610E+00   6.542E-01
   3.600E+00  -6.100E+00   1.100E+00  -8.270E-01   7.491E+00   6.582E-01
   3.600E+00  -6.000E+00   1.200E+00  -7.610E-01   7.366E+00   6.622E-01
   3.600E+00  -5.900E+00   1.300E+00  -6.946E-01   7.239E+00   6.660E-01
   3.600E+00  -5.800E+00   1.400E+00  -6.278E-01   7.110E+00   6.697E-01
   3.600E+00  -5.700E+00   1.500E+00  -5.607E-01   6.982E+00   6.732E-01
   3.600E+00  -5.600E+00   1.600E+00  -4.932E-01   6.857E+00   6.766E-01
   3.600E+00  -5.500E+00   1.700E+00  -4.254E-01   6.737E+00   6.795E-01
   3.600E+00  -5.400E+00   1.800E+00  -3.573E-01   6.624E+00   6.822E-01
   3.600E+00  -5.300E+00   1.900E+00  -2.889E-01   6.519E+00   6.845E-01
   3.600E+00  -5.200E+00   2.000E+00  -2.204E-01   6.423E+00   6.865E-01
   3.600E+00  -5.100E+00   2.100E+00  -1.517E-01   6.341E+00   6.873E-01
   3.700E+00  -1.000E+01  -3.100E+00  -2.889E+00   1.281E+01   2.374E-01
   3.700E+00  -9.900E+00  -3.000E+00  -2.863E+00   1.258E+01   2.787E-01
   3.700E+00  -9.800E+00  -2.900E+00  -2.833E+00   1.230E+01   3.187E-01
   3.700E+00  -9.700E+00  -2.800E+00  -2.799E+00   1.200E+01   3.563E-01
   3.700E+00  -9.600E+00  -2.700E+00  -2.762E+00   1.166E+01   3.915E-01
   3.700E+00  -9.500E+00  -2.600E+00  -2.721E+00   1.129E+01   4.242E-01
   3.700E+00  -9.400E+00  -2.500E+00  -2.677E+00   1.089E+01   4.545E-01
   3.700E+00  -9.300E+00  -2.400E+00  -2.630E+00   1.046E+01   4.831E-01
   3.700E+00  -9.200E+00  -2.300E+00  -2.580E+00   1.000E+01   5.109E-01
   3.700E+00  -9.100E+00  -2.200E+00  -2.528E+00   9.512E+00   5.378E-01
   3.700E+00  -9.000E+00  -2.100E+00  -2.473E+00   9.002E+00   5.639E-01
   3.700E+00  -8.900E+00  -2.000E+00  -2.415E+00   8.474E+00   5.892E-01
   3.700E+00  -8.800E+00  -1.900E+00  -2.355E+00   7.932E+00   6.141E-01
   3.700E+00  -8.700E+00  -1.800E+00  -2.292E+00   7.381E+00   6.393E-01
   3.700E+00  -8.600E+00  -1.700E+00  -2.227E+00   6.825E+00   6.647E-01
   3.700E+00  -8.500E+00  -1.600E+00  -2.159E+00   6.272E+00   6.904E-01
   3.700E+00  -8.400E+00  -1.500E+00  -2.089E+00   5.728E+00   7.163E-01
   3.700E+00  -8.300E+00  -1.400E+00  -2.016E+00   5.200E+00   7.414E-01
   3.700E+00  -8.200E+00  -1.300E+00  -1.941E+00   4.696E+00   7.648E-01
   3.700E+00  -8.100E+00  -1.200E+00  -1.863E+00   4.219E+00   7.866E-01
   3.700E+00  -8.000E+00  -1.100E+00  -1.784E+00   3.772E+00   8.066E-01
   3.700E+00  -7.900E+00  -1.000E+00  -1.702E+00   3.358E+00   8.248E-01
   3.700E+00  -7.800E+00  -9.000E-01  -1.619E+00   2.983E+00   8.405E-01
   3.700E+00  -7.700E+00  -8.000E-01  -1.534E+00   2.652E+00   8.526E-01
   3.700E+00  -7.600E+00  -7.000E-01  -1.448E+00   2.367E+00   8.613E-01
   3.700E+00  -7.500E+00  -6.000E-01  -1.362E+00   2.130E+00   8.664E-01
   3.700E+00  -7.400E+00  -5.000E-01  -1.275E+00   1.943E+00   8.680E-01
   3.700E+00  -7.300E+00  -4.000E-01  -1.188E+00   1.805E+00   8.668E-01
   3.700E+00  -7.200E+00  -3.000E-01  -1.102E+00   1.716E+00   8.637E-01
   3.700E+00  -7.100E+00  -2.000E-01  -1.016E+00   1.674E+00   8.587E-01
   3.700E+00  -7.000E+00  -1.000E-01  -9.303E-01   1.680E+00   8.516E-01
   3.700E+00  -6.900E+00   0.000E+00  -8.455E-01   1.735E+00   8.426E-01
   3.700E+00  -6.800E+00   1.000E-01  -7.618E-01   1.834E+00   8.324E-01
   3.700E+00  -6.700E+00   2.000E-01  -6.791E-01   1.973E+00   8.218E-01
   3.700E+00  -6.600E+00   3.000E-01  -5.974E-01   2.145E+00   8.109E-01
   3.700E+00  -6.500E+00   4.000E-01  -5.169E-01   2.345E+00   7.995E-01
   3.700E+00  -6.400E+00   5.000E-01  -4.375E-01   2.570E+00   7.878E-01
   3.700E+00  -6.300E+00   6.000E-01  -3.594E-01   2.812E+00   7.758E-01
   3.700E+00  -6.200E+00   7.000E-01  -2.824E-01   3.068E+00   7.636E-01
   3.700E+00  -6.100E+00   8.000E-01  -2.066E-01   3.331E+00   7.513E-01
   3.700E+00  -6.000E+00   9.000E-01  -1.321E-01   3.597E+00   7.387E-01
   3.700E+00  -5.900E+00   1.000E+00  -5.891E-02   3.860E+00   7.259E-01
   3.700E+00  -5.800E+00   1.100E+00   1.305E-02   4.115E+00   7.135E-01
   3.700E+00  -5.700E+00   1.200E+00   8.381E-02   4.357E+00   7.018E-01
   3.700E+00  -5.600E+00   1.300E+00   1.534E-01   4.586E+00   6.909E-01
   3.700E+00  -5.500E+00   1.400E+00   2.220E-01   4.798E+00   6.808E-01
   3.700E+00  -5.400E+00   1.500E+00   2.896E-01   4.992E+00   6.715E-01
   3.700E+00  -5.300E+00   1.600E+00   3.563E-01   5.168E+00   6.628E-01
   3.700E+00  -5.200E+00   1.700E+00   4.222E-01   5.325E+00   6.544E-01
   3.700E+00  -5.100E+00   1.800E+00   4.872E-01   5.462E+00   6.463E-01
   3.800E+00  -1.000E+01  -3.400E+00  -1.485E+00   1.516E+01   9.542E-02
   3.800E+00  -9.900E+00  -3.300E+00  -1.474E+00   1.502E+01   1.275E-01
   3.800E+00  -9.800E+00  -3.200E+00  -1.459E+00   1.485E+01   1.588E-01
   3.800E+00  -9.700E+00  -3.100E+00  -1.442E+00   1.468E+01   1.894E-01
   3.800E+00  -9.600E+00  -3.000E+00  -1.421E+00   1.449E+01   2.194E-01
   3.800E+00  -9.500E+00  -2.900E+00  -1.398E+00   1.430E+01   2.475E-01
   3.800E+00  -9.400E+00  -2.800E+00  -1.372E+00   1.411E+01   2.729E-01
   3.800E+00  -9.300E+00  -2.700E+00  -1.344E+00   1.392E+01   2.956E-01
   3.800E+00  -9.200E+00  -2.600E+00  -1.313E+00   1.373E+01   3.154E-01
   3.800E+00  -9.100E+00  -2.500E+00  -1.281E+00   1.355E+01   3.326E-01
   3.800E+00  -9.000E+00  -2.400E+00  -1.246E+00   1.337E+01   3.477E-01
   3.800E+00  -8.900E+00  -2.300E+00  -1.211E+00   1.319E+01   3.615E-01
   3.800E+00  -8.800E+00  -2.200E+00  -1.174E+00   1.301E+01   3.741E-01
   3.800E+00  -8.700E+00  -2.100E+00  -1.136E+00   1.284E+01   3.854E-01
   3.800E+00  -8.600E+00  -2.000E+00  -1.097E+00   1.267E+01   3.955E-01
   3.800E+00  -8.500E+00  -1.900E+00  -1.057E+00   1.251E+01   4.047E-01
   3.800E+00  -8.400E+00  -1.800E+00  -1.016E+00   1.236E+01   4.134E-01
   3.800E+00  -8.300E+00  -1.700E+00  -9.745E-01   1.220E+01   4.216E-01
   3.800E+00  -8.200E+00  -1.600E+00  -9.320E-01   1.206E+01   4.293E-01
   3.800E+00  -8.100E+00  -1.500E+00  -8.887E-01   1.191E+01   4.366E-01
   3.800E+00  -8.000E+00  -1.400E+00  -8.447E-01   1.177E+01   4.436E-01
   3.800E+00  -7.900E+00  -1.300E+00  -8.000E-01   1.164E+01   4.506E-01
   3.800E+00  -7.800E+00  -1.200E+00  -7.545E-01   1.150E+01   4.577E-01
   3.800E+00  -7.700E+00  -1.100E+00  -7.084E-01   1.136E+01   4.647E-01
   3.800E+00  -7.600E+00  -1.000E+00  -6.616E-01   1.121E+01   4.718E-01
   3.800E+00  -7.500E+00  -9.000E-01  -6.140E-01   1.106E+01   4.792E-01
   3.800E+00  -7.400E+00  -8.000E-01  -5.657E-01   1.089E+01   4.871E-01
   3.800E+00  -7.300E+00  -7.000E-01  -5.166E-01   1.071E+01   4.955E-01
   3.800E+00  -7.200E+00  -6.000E-01  -4.666E-01   1.052E+01   5.045E-01
   3.800E+00  -7.100E+00  -5.000E-01  -4.157E-01   1.030E+01   5.140E-01
   3.800E+00  -7.000E+00  -4.000E-01  -3.638E-01   1.007E+01   5.240E-01
   3.800E+00  -6.900E+00  -3.000E-01  -3.109E-01   9.808E+00   5.347E-01
   3.800E+00  -6.800E+00  -2.000E-01  -2.568E-01   9.530E+00   5.461E-01
   3.800E+00  -6.700E+00  -1.000E-01  -2.016E-01   9.231E+00   5.581E-01
   3.800E+00  -6.600E+00   0.000E+00  -1.452E-01   8.911E+00   5.707E-01
   3.800E+00  -6.500E+00   1.000E-01  -8.747E-02   8.572E+00   5.841E-01
   3.800E+00  -6.400E+00   2.000E-01  -2.837E-02   8.216E+00   5.981E-01
   3.800E+00  -6.300E+00   3.000E-01   3.218E-02   7.848E+00   6.130E-01
   3.800E+00  -6.200E+00   4.000E-01   9.425E-02   7.470E+00   6.286E-01
   3.800E+00  -6.100E+00   5.000E-01   1.579E-01   7.088E+00   6.449E-01
   3.800E+00  -6.000E+00   6.000E-01   2.232E-01   6.706E+00   6.610E-01
   3.800E+00  -5.900E+00   7.000E-01   2.901E-01   6.333E+00   6.760E-01
   3.800E+00  -5.800E+00   8.000E-01   3.584E-01   5.972E+00   6.899E-01
   3.800E+00  -5.700E+00   9.000E-01   4.280E-01   5.627E+00   7.025E-01
   3.800E+00  -5.600E+00   1.000E+00   4.989E-01   5.302E+00   7.141E-01
   3.800E+00  -5.500E+00   1.100E+00   5.708E-01   5.003E+00   7.241E-01
   3.800E+00  -5.400E+00   1.200E+00   6.436E-01   4.731E+00   7.323E-01
   3.800E+00  -5.300E+00   1.300E+00   7.172E-01   4.488E+00   7.388E-01
   3.800E+00  -5.200E+00   1.400E+00   7.913E-01   4.276E+00   7.434E-01
   3.800E+00  -5.100E+00   1.500E+00   8.658E-01   4.094E+00   7.462E-01
   3.900E+00  -1.000E+01  -3.700E+00   8.281E-03   1.312E+01   1.376E-01
   3.900E+00  -9.900E+00  -3.600E+00   2.205E-02   1.342E+01   1.379E-01
   3.900E+00  -9.800E+00  -3.500E+00   3.589E-02   1.367E+01   1.390E-01
   3.900E+00  -9.700E+00  -3.400E+00   4.989E-02   1.387E+01   1.411E-01
   3.900E+00  -9.600E+00  -3.300E+00   6.413E-02   1.402E+01   1.440E-01
   3.900E+00  -9.500E+00  -3.200E+00   7.871E-02   1.413E+01   1.478E-01
   3.900E+00  -9.400E+00  -3.100E+00   9.372E-02   1.420E+01   1.524E-01
   3.900E+00  -9.300E+00  -3.000E+00   1.092E-01   1.424E+01   1.580E-01
   3.900E+00  -9.200E+00  -2.900E+00   1.253E-01   1.425E+01   1.642E-01
   3.900E+00  -9.100E+00  -2.800E+00   1.421E-01   1.424E+01   1.708E-01
   3.900E+00  -9.000E+00  -2.700E+00   1.595E-01   1.420E+01   1.779E-01
   3.900E+00  -8.900E+00  -2.600E+00   1.777E-01   1.413E+01   1.854E-01
   3.900E+00  -8.800E+00  -2.500E+00   1.966E-01   1.404E+01   1.933E-01
   3.900E+00  -8.700E+00  -2.400E+00   2.163E-01   1.394E+01   2.015E-01
   3.900E+00  -8.600E+00  -2.300E+00   2.369E-01   1.381E+01   2.101E-01
   3.900E+00  -8.500E+00  -2.200E+00   2.584E-01   1.367E+01   2.190E-01
   3.900E+00  -8.400E+00  -2.100E+00   2.807E-01   1.351E+01   2.283E-01
   3.900E+00  -8.300E+00  -2.000E+00   3.040E-01   1.334E+01   2.378E-01
   3.900E+00  -8.200E+00  -1.900E+00   3.283E-01   1.317E+01   2.475E-01
   3.900E+00  -8.100E+00  -1.800E+00   3.535E-01   1.299E+01   2.571E-01
   3.900E+00  -8.000E+00  -1.700E+00   3.797E-01   1.280E+01   2.666E-01
   3.900E+00  -7.900E+00  -1.600E+00   4.069E-01   1.262E+01   2.761E-01
   3.900E+00  -7.800E+00  -1.500E+00   4.349E-01   1.243E+01   2.855E-01
   3.900E+00  -7.700E+00  -1.400E+00   4.640E-01   1.224E+01   2.947E-01
   3.900E+00  -7.600E+00  -1.300E+00   4.939E-01   1.205E+01   3.037E-01
   3.900E+00  -7.500E+00  -1.200E+00   5.247E-01   1.186E+01   3.126E-01
   3.900E+00  -7.400E+00  -1.100E+00   5.564E-01   1.167E+01   3.212E-01
   3.900E+00  -7.300E+00  -1.000E+00   5.889E-01   1.148E+01   3.297E-01
   3.900E+00  -7.200E+00  -9.000E-01   6.223E-01   1.130E+01   3.381E-01
   3.900E+00  -7.100E+00  -8.000E-01   6.566E-01   1.112E+01   3.465E-01
   3.900E+00  -7.000E+00  -7.000E-01   6.916E-01   1.094E+01   3.550E-01
   3.900E+00  -6.900E+00  -6.000E-01   7.276E-01   1.076E+01   3.636E-01
   3.900E+00  -6.800E+00  -5.000E-01   7.644E-01   1.058E+01   3.723E-01
   3.900E+00  -6.700E+00  -4.000E-01   8.020E-01   1.041E+01   3.811E-01
   3.900E+00  -6.600E+00  -3.000E-01   8.406E-01   1.024E+01   3.900E-01
   3.900E+00  -6.500E+00  -2.000E-01   8.800E-01   1.007E+01   3.990E-01
   3.900E+00  -6.400E+00  -1.000E-01   9.204E-01   9.903E+00   4.081E-01
   3.900E+00  -6.300E+00   0.000E+00   9.616E-01   9.736E+00   4.173E-01
   3.900E+00  -6.200E+00   1.000E-01   1.004E+00   9.569E+00   4.266E-01
   3.900E+00  -6.100E+00   2.000E-01   1.047E+00   9.402E+00   4.358E-01
   3.900E+00  -6.000E+00   3.000E-01   1.091E+00   9.237E+00   4.449E-01
   3.900E+00  -5.900E+00   4.000E-01   1.136E+00   9.073E+00   4.541E-01
   3.900E+00  -5.800E+00   5.000E-01   1.182E+00   8.910E+00   4.631E-01
   3.900E+00  -5.700E+00   6.000E-01   1.229E+00   8.748E+00   4.721E-01
   3.900E+00  -5.600E+00   7.000E-01   1.276E+00   8.587E+00   4.811E-01
   3.900E+00  -5.500E+00   8.000E-01   1.325E+00   8.426E+00   4.900E-01
   3.900E+00  -5.400E+00   9.000E-01   1.374E+00   8.266E+00   4.989E-01
   3.900E+00  -5.300E+00   1.000E+00   1.425E+00   8.106E+00   5.077E-01
   3.900E+00  -5.200E+00   1.100E+00   1.476E+00   7.946E+00   5.162E-01
   3.900E+00  -5.100E+00   1.200E+00   1.528E+00   7.786E+00   5.242E-01
   4.000E+00  -1.000E+01  -4.000E+00   6.590E-01  -5.170E-01   7.304E-01
   4.000E+00  -9.900E+00  -3.900E+00   7.314E-01  -2.397E-02   7.158E-01
   4.000E+00  -9.800E+00  -3.800E+00   8.020E-01   5.191E-01   6.964E-01
   4.000E+00  -9.700E+00  -3.700E+00   8.705E-01   1.106E+00   6.723E-01
   4.000E+00  -9.600E+00  -3.600E+00   9.363E-01   1.730E+00   6.434E-01
   4.000E+00  -9.500E+00  -3.500E+00   9.990E-01   2.384E+00   6.098E-01
   4.000E+00  -9.400E+00  -3.400E+00   1.058E+00   3.054E+00   5.742E-01
   4.000E+00  -9.300E+00  -3.300E+00   1.114E+00   3.724E+00   5.394E-01
   4.000E+00  -9.200E+00  -3.200E+00   1.166E+00   4.386E+00   5.055E-01
   4.000E+00  -9.100E+00  -3.100E+00   1.215E+00   5.031E+00   4.723E-01
   4.000E+00  -9.000E+00  -3.000E+00   1.261E+00   5.653E+00   4.400E-01
   4.000E+00  -8.900E+00  -2.900E+00   1.303E+00   6.242E+00   4.090E-01
   4.000E+00  -8.800E+00  -2.800E+00   1.343E+00   6.793E+00   3.801E-01
   4.000E+00  -8.700E+00  -2.700E+00   1.379E+00   7.303E+00   3.533E-01
   4.000E+00  -8.600E+00  -2.600E+00   1.413E+00   7.771E+00   3.285E-01
   4.000E+00  -8.500E+00  -2.500E+00   1.445E+00   8.192E+00   3.057E-01
   4.000E+00  -8.400E+00  -2.400E+00   1.474E+00   8.565E+00   2.852E-01
   4.000E+00  -8.300E+00  -2.300E+00   1.502E+00   8.890E+00   2.673E-01
   4.000E+00  -8.200E+00  -2.200E+00   1.528E+00   9.171E+00   2.519E-01
   4.000E+00  -8.100E+00  -2.100E+00   1.553E+00   9.411E+00   2.391E-01
   4.000E+00  -8.000E+00  -2.000E+00   1.576E+00   9.612E+00   2.288E-01
   4.000E+00  -7.900E+00  -1.900E+00   1.598E+00   9.780E+00   2.206E-01
   4.000E+00  -7.800E+00  -1.800E+00   1.620E+00   9.917E+00   2.137E-01
   4.000E+00  -7.700E+00  -1.700E+00   1.641E+00   1.003E+01   2.081E-01
   4.000E+00  -7.600E+00  -1.600E+00   1.662E+00   1.011E+01   2.040E-01
   4.000E+00  -7.500E+00  -1.500E+00   1.682E+00   1.016E+01   2.012E-01
   4.000E+00  -7.400E+00  -1.400E+00   1.702E+00   1.020E+01   1.998E-01
   4.000E+00  -7.300E+00  -1.300E+00   1.722E+00   1.021E+01   1.996E-01
   4.000E+00  -7.200E+00  -1.200E+00   1.742E+00   1.020E+01   2.007E-01
   4.000E+00  -7.100E+00  -1.100E+00   1.762E+00   1.018E+01   2.031E-01
   4.000E+00  -7.000E+00  -1.000E+00   1.783E+00   1.013E+01   2.067E-01
   4.000E+00  -6.900E+00  -9.000E-01   1.804E+00   1.007E+01   2.112E-01
   4.000E+00  -6.800E+00  -8.000E-01   1.825E+00   1.000E+01   2.163E-01
   4.000E+00  -6.700E+00  -7.000E-01   1.847E+00   9.913E+00   2.219E-01
   4.000E+00  -6.600E+00  -6.000E-01   1.869E+00   9.814E+00   2.280E-01
   4.000E+00  -6.500E+00  -5.000E-01   1.892E+00   9.705E+00   2.346E-01
   4.000E+00  -6.400E+00  -4.000E-01   1.916E+00   9.586E+00   2.417E-01
   4.000E+00  -6.300E+00  -3.000E-01   1.941E+00   9.458E+00   2.493E-01
   4.000E+00  -6.200E+00  -2.000E-01   1.966E+00   9.323E+00   2.573E-01
   4.000E+00  -6.100E+00  -1.000E-01   1.992E+00   9.181E+00   2.658E-01
   4.000E+00  -6.000E+00   0.000E+00   2.019E+00   9.033E+00   2.747E-01
   4.000E+00  -5.900E+00   1.000E-01   2.047E+00   8.881E+00   2.838E-01
   4.000E+00  -5.800E+00   2.000E-01   2.076E+00   8.725E+00   2.929E-01
   4.000E+00  -5.700E+00   3.000E-01   2.106E+00   8.567E+00   3.020E-01
   4.000E+00  -5.600E+00   4.000E-01   2.136E+00   8.406E+00   3.111E-01
   4.000E+00  -5.500E+00   5.000E-01   2.168E+00   8.242E+00   3.201E-01
   4.000E+00  -5.400E+00   6.000E-01   2.200E+00   8.077E+00   3.291E-01
   4.000E+00  -5.300E+00   7.000E-01   2.234E+00   7.909E+00   3.380E-01
   4.000E+00  -5.200E+00   8.000E-01   2.268E+00   7.741E+00   3.468E-01
   4.000E+00  -5.100E+00   9.000E-01   2.303E+00   7.571E+00   3.555E-01
   4.100E+00  -1.000E+01  -4.300E+00   3.524E-01  -3.682E+00   7.910E-01
   4.100E+00  -9.900E+00  -4.200E+00   4.331E-01  -3.878E+00   8.206E-01
   4.100E+00  -9.800E+00  -4.100E+00   5.164E-01  -4.043E+00   8.459E-01
   4.100E+00  -9.700E+00  -4.000E+00   6.021E-01  -4.173E+00   8.670E-01
   4.100E+00  -9.600E+00  -3.900E+00   6.897E-01  -4.268E+00   8.844E-01
   4.100E+00  -9.500E+00  -3.800E+00   7.789E-01  -4.327E+00   8.984E-01
   4.100E+00  -9.400E+00  -3.700E+00   8.693E-01  -4.350E+00   9.091E-01
   4.100E+00  -9.300E+00  -3.600E+00   9.606E-01  -4.338E+00   9.166E-01
